primary_disease_renamed,ABL1,ABL2,AXL,BMX,BTK,CAMK1D,CAMK2G,CAV1,CSK,EGFR,EPHB4,FER,FES,FGR,FRK,FYN,HCK,LCK,LYN,MAP4K2,MAP4K5,MINK1,PTK2,PTK2B,SIK1,SIK2,SIK3,SRC,STK10,STK24,STK4,SYK,TBK1,TEC,TNK2,YES1
Medulloblastoma,4.812050243207497,3.64087687064343,2.1480059822952167,0.030661894041300687,0.2129677767529594,2.209808817168621,4.191027085091331,5.528484356396769,4.878062458120304,2.0451112850830704,4.459519480063523,1.9923448157411874,0.9814741601598591,0.15884789351647216,0.33082168297182274,4.963869700603427,0.1436763987362023,0.17091416239268414,2.2807878537407063,2.8685866885132913,4.56771271935309,4.603067516630767,5.819548457362212,1.8954545956161342,1.6324240645161017,2.4216161645256964,3.4736655395020994,4.562752405068888,2.4816731416729034,5.22037595768,4.005629160494133,1.460262406555082,4.068037769738787,0.7869926689875881,4.096630026426941,4.6085665106345886
Melanoma,4.606998585611861,4.646321378444971,3.6788958078483116,0.43215792668559266,0.8099134829090309,0.4300576547665101,3.5458240285949727,6.392179850847805,5.575084052581931,1.6829090909177449,4.570441065837127,2.623470862283429,1.4454386142371611,0.06264143433088895,0.3782584698571461,5.871171800744461,0.08618143726798455,0.1099274882474275,2.161440593735604,3.500503167333508,4.062251411164851,4.642003264303322,5.698648295137133,1.6341888030424887,1.0735570913555497,2.679793366923856,2.9198134855378477,4.103788038275095,4.841879740705108,5.813212715983026,4.259694136572385,0.8510054760285435,4.794450336789524,1.010506779299036,4.06688060262939,4.578537382238267
Myeloma,3.7168925587170465,2.4698503748030136,0.26376845570544033,0.011836075655605535,2.364054926147177,3.325570878907287,3.408648749496638,4.2651955964079145,6.263157914126273,0.11222137767971209,1.2546686889174363,2.78848508926059,1.3884815196306521,1.9399641170459467,0.5248404545540474,4.154002440014854,0.21138412230783626,0.35555578882632044,3.3594684068943312,3.1094958180798993,3.162243862442261,4.2494261045357655,0.9451290459931397,5.919864070486551,1.6425565642208966,2.464794210647495,3.762524304103007,1.428666060772028,4.533229776743118,5.487817599125535,5.212893787249126,1.4914758440373581,4.7291820801238975,2.465184778024701,3.769418885606076,3.0369222092175696
Neuroblastoma,5.11598995745007,3.325804225150274,1.404562710279791,0.29819304563889587,0.4238351307532668,3.5489096995717113,4.867416307278863,1.4046342888163166,5.418470132666359,2.661435483137793,1.790701888101189,2.7295894626706088,1.3153083071691822,0.023534855060020888,0.1483682160196269,5.969636614551262,0.06837847603985935,0.1061674551973828,3.358151545436318,3.0205629885869745,4.743036857261981,4.46708327099001,5.861279479617992,1.9307219620512193,0.8970855255307529,2.31441327407199,3.3068595019325002,4.620985469276046,2.8447651163211827,5.53863759495168,4.018993518232035,0.22896046509079918,4.340476139745437,0.5549008213368093,3.781793953858497,3.4169028558962817
Non-Cancerous,5.435907440204877,4.715684167158836,7.487779472810439,0.09206327911516689,0.10399095975195241,1.7553202002149149,4.613772010735805,8.887598575707507,5.191632027418056,4.765897268206051,4.237798804803262,3.0306369802114785,2.1251259724325404,0.05423742163240506,0.3381103360284028,5.592045266212452,0.23556748551533727,0.08876844866673012,2.164887825752487,3.108467514440632,5.197778478688484,5.346987141861017,5.930983131974184,2.345336959480861,1.2276033449417667,2.992953498987438,3.4806822236020944,4.141636694454674,4.2754855488796535,5.809821818354242,3.889837465750162,0.11154798025450398,4.866331183114739,0.864889861831406,3.71775567154138,4.777624660530804
Ovarian Cancer,4.398352738883757,3.0257819006751516,4.172186358964449,0.09526775868295541,0.1862518432571693,1.5735232573282498,4.268430156381266,6.202815267356721,4.852522530599537,4.1515518121379555,4.707834917006104,2.172001326481292,0.9725000082772904,0.053217585101926,1.0570844108965958,3.821748912667704,0.5105678859576501,0.592004798768756,2.617791196374414,3.500936376083995,4.22043803867915,4.543547370973397,5.9993993279608295,2.3710149247446255,1.8103549015567757,2.6864949639038027,3.1405690109757107,3.99746685043676,3.048654521369441,5.629566474553961,3.712856127901268,1.499127592709135,4.491764749487491,1.500099958893592,3.724068323619756,4.9988458658485335
Pancreatic Cancer,4.009700182118728,3.166418072194194,4.814116593207812,0.13566673446138236,0.11970717854446983,1.505731576453493,4.624161725524779,7.3606547290425475,4.9077754543525005,5.016338766467896,5.164579671446916,2.1902482744149343,0.849531768906299,0.12260414218684486,1.5554178220367585,3.179261013426412,0.08228325593377346,1.132267438395815,2.86978518205449,3.4075993991303215,4.235780273523942,4.7345293927658965,5.9284138016334795,3.5056029259754737,1.8095377448024563,2.629661432948105,3.056049092814049,4.646097119880808,3.748160008438717,6.084107180177074,3.9711020276155167,2.45333203487904,4.70217661765623,1.5272803592308795,5.02958343842282,4.838381062344223
Prostate Cancer,4.225353932798966,2.667533471417354,2.525581562245198,0.541904523955507,0.13624136804259593,1.1517314581904399,4.602809901383959,4.8877391204473986,5.432872492187092,4.93986289281643,4.679883736797394,2.08534776614723,1.123536953955391,0.2516868184713528,1.5637019241825136,3.1883946431374137,0.053461250476699945,0.7309626002712561,3.08703366089006,3.798163487070193,4.220569031482167,5.480445954810569,5.760889554858718,4.697454436502482,2.1261000588653016,2.7928985023700275,2.992020516847877,5.415636090974987,2.9117905877308563,5.945095380166301,3.5909949353938826,2.733193247888622,4.917119423355081,1.2441943738720376,4.438956794068948,4.81959874239677
Rhabdoid ATRT Cancer,5.210006456891376,2.471458584794852,2.328576467015308,0.08435322237859266,0.5243104973681564,1.731935405952478,3.834418308169918,3.284149597896787,5.0984704138756065,1.8154372110247157,5.349241821541558,2.334871412863297,0.5509802933293914,0.009331382231610832,0.2129389225727752,3.2631692708367344,0.04246043049669973,0.06441549518514472,2.0274191838976576,3.3488471049623643,4.289565269316563,4.9470700972490365,5.982770636870119,1.5234812742510169,0.6963227842697758,2.7472292672649403,3.3567883287369433,3.8552707675096904,3.2244140442446727,5.396200015613842,3.7669351489921836,0.6559412815119599,4.73923942492737,0.8726631961260073,3.845452241384778,5.064743600019084
Rhabdomyosarcoma,5.366135171369719,3.6914552025414245,3.461092700397649,0.11468938010074904,0.1918557911854123,1.5718724450326418,4.595129031961232,4.46349426896925,5.229518359850982,2.3331199995228995,5.133141197036228,2.4494551199363848,0.8430672430834878,0.0641293405668558,0.32742727531469085,4.911256278729352,0.41928359254169434,0.10415775609379224,1.318904553730179,2.829876334687626,4.363504196377112,4.556295448039679,5.967335227848092,1.33579447922614,1.637501993313981,2.8911207483547248,3.3930099086855314,4.046761877680176,3.5254200339844393,5.374500232070925,3.982323297873833,0.26629871718109444,4.468654422657053,0.927187858933972,4.148493589733498,5.08677626745694
Sarcoma,5.231026437375131,3.800495725215385,6.000986918798369,0.057322632279274734,0.24566743049087272,1.7926288295576405,4.293727690006922,6.928426349778632,5.406041415515269,3.98143854996359,4.587252012981371,2.4249702250260254,1.225410587956055,0.17555237528617487,0.32901334212896666,4.975712826045755,0.3415991084204687,0.17349989452289952,2.0643998336987197,3.344594374743406,4.494129388284799,4.958224856567067,5.799892219318121,2.0566897109510687,1.1733590862604855,2.89184858920141,3.139581025957087,4.040080731673323,3.8271196322848278,5.505917262075288,4.126827464274012,0.38427072078499835,4.684170011303171,0.9868518370349733,3.6070211926600306,4.882672071292229
Thyroid Cancer,5.314001333624696,3.947157548400831,6.2438163949777135,0.036114009129413,0.15082637775203372,1.91932041818996,4.4102698710882775,7.024798892766516,5.223807309540482,4.84264012864717,4.471754136629362,2.5369104418488635,1.122131203244214,0.08435683335032909,0.34047731367264344,4.421247357422181,0.1592064518901231,0.31987201239177565,2.285252530256265,3.4741768576388417,4.7109702861951686,5.003814235407021,6.079555023203928,2.4844795720177597,2.173307571820718,2.7483763752952663,3.342022487501806,4.381627724404305,3.6111783482298065,5.610478919915153,4.29199837356279,0.3631205595594295,4.493879562048491,1.6511747902367888,3.9773404498913383,4.876539196603988
