Cancer_Type,ABL1,ABL2,AXL,BMX,BTK,CAMK1D,CAMK2G,CAV1,CSK,EGFR,EPHB4,FER,FES,FGR,FRK,FYN,HCK,LCK,LYN,MAP4K2,MAP4K5,MINK1,PTK2,PTK2B,SIK1,SIK2,SIK3,SRC,STK10,STK24,STK4,SYK,TBK1,TEC,TNK2,YES1
Rhabdoid ATRT Cancer,0.2774303257912213,0.8517943990009383,0.3380876478588809,0.9366639879824386,0.8552867870550778,0.7221860910253712,0.5288225629141268,0.9330304490530753,0.4920209629048916,0.6192473366524133,0.9181909009189737,0.5476805847029372,0.27305989737995473,0.48777196608930795,0.6204169607137988,0.45649692854875445,0.6653295294655492,0.6245338117952298,0.12051466953072729,0.5164176230839818,0.5732772908660002,0.9553274855428822,0.992551188788469,0.7719448512425434,0.1504076301832303,0.04212933265770555,0.35817139991630287,0.14083572189262192,0.9404583435037518,0.9256077760199253,0.37891058826948376,0.5417449670474337,0.35817139991630287,0.18085079957050149,0.43923387618886767,0.808021077411703
Kidney Cancer,0.25274305136294006,0.8711837997313935,0.3991761294159496,0.41299796766593866,0.6627629287512512,0.37508508686953834,0.8790527918698183,0.28439724980414877,0.758755244688898,0.8359288882240985,0.5662990497257996,0.5325726782933646,0.7170350609775054,0.02872689175039624,0.6653964075322027,0.0891806328921608,0.7130570474271596,0.5902430970424195,0.1803683737593558,0.7134458318122271,0.8515642629643547,0.43439428062295327,0.36288120211175257,0.5110462789568935,0.998010198944439,0.6800565574585156,0.6150373834928407,0.4587608870467331,0.6763807942707639,0.15872221426899918,0.37938905896201536,0.38738988203527425,0.2096789810948037,0.8987720143803855,0.5800486861512526,0.30599593936021585
Colon/Colorectal Cancer,0.74291011355734,0.5372073679472831,0.034441246816097185,0.7942667552737921,0.5941701157045989,0.2845242958019045,0.5438463089205202,0.228021785155654,0.14208678942270916,0.6389608132541567,0.061719752610881536,0.1044535180008614,0.5813889453058472,0.2900149260718986,0.12059296855002326,0.1491071014122932,0.31643987406573537,0.678179273271572,0.9869598875954844,0.8083749839945972,0.3938192348838463,0.7705782036965431,0.16802564415891924,0.560035182608962,0.8805234973811948,0.28391614664360687,0.9587223010126866,0.0848897149382684,0.1724155834775059,0.32940130652160116,0.359272553060936,0.30219913534116327,0.5990826670809055,0.9038557124139985,0.5080580627395239,0.16032858126993754
ALL,0.9509932422972028,0.2604731897004084,0.06526988956023813,0.3935376111002935,0.4505852392484295,0.09990670544494937,0.9643490145476254,0.29147075442919895,0.3161498376663409,0.1435126487363994,0.7625997832797398,0.4471597167322826,0.9065844922540648,0.5125431346511049,0.9145031515057451,0.7202033241160488,0.6681079222967536,0.4103911543962161,0.788364072800584,0.33618808709526804,0.7926796536257745,0.5747411951907224,0.7668041645387826,0.3847242304314522,0.7710175765880389,0.20287731652328853,0.4471597167322826,0.5108526218124549,0.3189673988056577,0.5824788611326692,0.4784743069143619,0.6703614184969643,0.3753372229024583,0.35094954850355264,0.29147075442919895,0.2731235283481195
Lymphoma,0.9637467856533948,0.5419798602848378,0.06462577850866826,0.01605953955921184,0.8671617940568104,0.4313829296974697,0.9705837193985889,0.9596334858377387,0.8779763769138401,0.05332593896070487,0.8745848904414204,0.44267346098664373,0.09896063322411082,0.09736443439621878,0.04842045363073511,0.15368193577304512,0.04960208964649447,0.06158698723506172,0.4364951582042904,0.9569123892854601,0.9323369475051264,0.18419980495386354,0.8201370770544744,0.18957360803205742,0.09506140204859166,0.747561518682611,0.8705290941541854,0.5419488099373725,0.19444184794045505,0.25750600602529533,0.7763796386758828,0.7494235679300081,0.02625107090660018,0.647059523822323,0.4593794218476055,0.4369728350188101
Melanoma,0.2943559932011282,0.34223273130047993,0.8043634383986407,0.9289242368595372,0.4844910158853851,0.19096118946614435,0.1737897855650931,0.8049610025776913,0.6397537412479157,0.35018094743941175,0.2116731600097943,0.7149797316799698,0.604143872484399,0.2601120695841016,0.05349709228814549,0.32925243988976904,0.7576480822506679,0.5607079750663122,0.01869441840720687,0.4877832324440744,0.9864599388001426,0.5373047477994621,0.7995869276627382,0.5460448823455863,0.6475240822393592,0.3247882866689783,0.24569722477420364,0.8676471590902454,0.5393551236642314,0.17580002183992166,0.7758161620467232,0.3201351712094493,0.5843310706081138,0.7338180436000741,0.8160302312485422,0.3620807820071399
Endometrial/Uterine Cancer,0.815707997351764,0.9222714784270948,0.27657280263881157,0.6185721150650131,0.16925106602267698,0.5590857804592686,0.22486656510339478,0.7018892592331514,0.6521548315468635,0.6797831811869464,0.25025761007287467,0.8126128523247662,0.9571093877165967,0.5515560473701924,0.685626197772676,0.07209614147112936,0.01390157650287755,0.04975824227119115,0.11168887313556983,0.5625410369773748,0.3123842742205246,0.6306563470535195,0.2969677099904973,0.4104703727920198,0.877328002145648,0.7377554718678421,0.9968226374104951,0.5437193261590425,0.3979094350216297,0.017752612868064545,0.09459648677173425,0.7450279192815432,0.2571066390589046,0.1251340793941617,0.3594340541212673,0.26583994524453314
Head and Neck Cancer,0.9695304997212453,0.3326020687229546,0.43923716386924827,0.51577720065063,0.34648347358922904,0.7388691401452121,0.14773296979319922,0.3254461834215052,0.6341808432772451,0.7415977878634155,0.20849018515430362,0.431938183803097,0.10154811657542775,0.03163411821096369,0.9719659173345437,0.15467229571991817,0.7318786805806622,0.2599825606226437,0.5316894129407072,0.4914054622783216,0.2532189547726401,0.6473548425269838,0.19476722378145184,0.35481544829431155,0.45648501021881105,0.19583703158833107,0.2687062819849994,0.31834882904235934,0.15995232926145295,0.367879533083758,0.14159943268321268,0.3829159343670596,0.5707307046120389,0.3798044626343301,0.1480298371315098,0.5763134074809962
Bile Duct Cancer,0.18873194299723545,0.9562674588297169,0.1774544892042374,0.3787177970465446,0.46364281894305703,0.3916504883598476,0.8126811295123841,0.12322467231858558,0.36730916166813965,0.5783743861817717,0.6937686962473165,0.29370519292189223,0.45414900148250037,0.2938906330432922,0.8803385851353669,0.8509511779244581,0.7758665582084489,0.8892618356775314,0.2817022290742303,0.9284022321681662,0.6577771651218056,0.9488325740980201,0.9860368669198689,0.8582812680464642,0.4564475815641408,0.5466011942416222,0.14068223411011033,0.07416427730755933,0.7146081540726399,0.0549942149071629,0.42281175692313056,0.28575623004879197,0.9247014225657185,0.03630080190816975,0.666282464059791,0.8018200804754043
AML,0.8633265562067404,0.22144590282931434,0.4017780099798711,0.9341445717167813,0.9066765277008431,0.593940770339139,0.7059795704811164,0.6007318750199178,0.36833707343440114,0.5912454784082046,0.20395518659238387,0.5459499284864053,0.2571202474725931,0.4932610679235637,0.30392533070170713,0.10960578840374147,0.5374551399200821,0.8137476954045103,0.35747230059756074,0.33371741823425616,0.2593269314724675,0.4267912483710956,0.8987720143803855,0.11331636602987334,0.8632883041138367,0.39747248020065795,0.3109282051884679,0.946312760752094,0.946312760752094,0.8711837997313935,0.7701463970600448,0.9622067945199976,0.9582317578505689,0.9701593779567589,0.8515642629643547,0.6079713857022657
