Gene,Mean_DepScore,Mean_Zscore
TRNT1,-1.5115168855035592,-0.9733971986173803
HCN3,-0.11663449615743635,-0.9710823825023288
BCL7A,-0.24717535331818094,-0.9703508935265308
CPSF2,-1.650999083467852,-0.9697299381332374
HRK,-0.4669091052359911,-0.9655267944794864
YBX1,-1.3331916997034012,-0.9641836685703932
TM4SF19-TCTEX1D2,-0.364340191304,-0.9641372969847976
DYNC1H1,-1.7029377247132962,-0.9632521350196878
NDUFB4,-0.7014435569252772,-0.961356893199735
NRIP2,-0.030543835894090612,-0.9601999476769186
CYP21A1P,-0.5027295582918889,-0.9601344408539347
ORC3,-0.5604837040936227,-0.9590842733104322
DICER1,-0.5451727444217304,-0.9571574943906828
STAT5A,-0.29832123546431394,-0.9542435803903387
FTCD,-0.28875022378037357,-0.9538983199776839
IGF1R,-0.4849160794525524,-0.9537924596503565
U2AF1L5&U2AF1,-1.6659964578576667,-0.9536192704547491
ASB17,-0.19425690557278,-0.952563097775109
SIN3A,-1.178919126890568,-0.9516659166821132
NOP10,-1.1419755571836965,-0.9516289640902954
DCLK1,-0.21454650578180337,-0.9506328771255278
RPS29,-2.946583929419093,-0.9497165970131518
PRPF38B,-1.9241693421399095,-0.9483039631288849
OR7A17,-0.5137242042291594,-0.9478397185835963
CSH1,-0.2505913197610556,-0.9477363947929965
CDK2AP1,-0.26735908093811755,-0.9471304847624101
RPL31,-2.691739596408777,-0.9469328919216146
MED13,-0.21482071123380864,-0.9455801243709064
SMG6,-1.1334196950502005,-0.9412785478757225
DAB1,-0.11795435657703873,-0.9412641819630924
NMD3,-1.2665234178581675,-0.9406756572353101
FEZF2,-0.09259436934043676,-0.9401019034953546
HAUS1,-1.7331936364310991,-0.9397004895667325
TSR2,-1.8129264731712824,-0.9385826554009734
LOC100288778,-0.13750594692913334,-0.9384580124340963
TFB2M,-0.7685233596797701,-0.9383503071453021
HOXB-AS3,-0.1555359547954222,-0.936346517654433
ATXN2,-0.3442094725861962,-0.9362653881303146
CRLF2,-0.21682489390856555,-0.9362614161531234
WWC1,-0.010119188523039672,-0.9362035664225358
C10orf95,-0.3936436302476392,-0.9352185626021013
METAP1,-0.8887879338487019,-0.9348593733791818
ELP4,-0.7596203630692638,-0.9346693594697918
MAGEA2B&MAGEA2,-0.18618609023941113,-0.9330674326165465
OGT,-1.4462018954027036,-0.9321505734452663
UBR3,-0.1559190166843053,-0.931630955134123
ZNF236,-0.4969758991504039,-0.9312962019517825
ARRDC1,-0.15929538375602662,-0.9311450277747731
TSEN2,-0.6718094724311829,-0.9302484958366034
ARFRP1,-0.83132007382699,-0.9288669370150245
XAGE3,-0.345085000062203,-0.9288402021147774
CUL3,-0.8475882499764241,-0.9288400467163551
RPS12,-2.2731704678237694,-0.9282294301579279
CACNG4,-0.09976209642220218,-0.9275176626346809
KIF14,-0.5954707318872093,-0.9269882024413005
NCAPD2,-1.5328506924556036,-0.9267393116132208
SEPHS2,-0.9733582165629442,-0.9238573923941962
MEIS2,-0.10245505248116132,-0.9237568282534527
DKC1,-1.4233600025087672,-0.9229275817963536
LOC107984021,-0.66475831132,-0.92213146486673
KDM4A,-0.2205906806162761,-0.9214711043080925
NOP56,-1.5798228246895103,-0.9202612517189042
SHQ1,-0.8361555085899832,-0.919945812348537
SLC25A5,-0.4803521535188045,-0.91945033488382
MBTD1,-0.5052172144277557,-0.9191465103249571
LBH,-0.08714149319634255,-0.9188260187804076
PLK4,-1.2135012106832461,-0.9185014049244445
VEZT,-0.5624398514757649,-0.9176112309695663
LOC102725034&LOC107987441&LOC107987446&LOC107987451&LOC107987456,-0.23777951498954442,-0.917558547397014
OR10A4,-0.39879979129406085,-0.9173194549129585
RASA4DP,-0.09013579588997778,-0.9167298628803133
NAA25,-0.784007543184129,-0.9159018633826368
RPS6,-2.306971768531003,-0.9151918347292762
CATSPER3,-0.18230730881377108,-0.9145140652045287
PRKCE,-0.1772270009648356,-0.9139487145302698
EIF2S3,-1.8883756886773244,-0.9136108485431698
POP1,-1.284528897788896,-0.9102972835257318
LSM11,-0.8112403777232984,-0.9090033042152661
ANAPC10,-1.606188044327183,-0.9077135958110596
NFS1,-1.7271184027156579,-0.9075486259198151
DENND5A,-0.15406496899358813,-0.9071246208225231
UBE2O,-0.39254968807151897,-0.9068271323082517
BAK1,-0.38589933673960986,-0.9056877437640672
C11orf70,-0.15744444897714444,-0.9048996850238987
GOLT1B,-0.4220835942479393,-0.9046500745893636
NDUFA13,-0.6094155266879056,-0.9046411559868268
MOCS1,-0.10910695361669023,-0.902852663728646
ACTR10,-1.7183085813556336,-0.9019516751826151
FAT1,-0.07690573730808035,-0.9018079192900523
WDR33,-1.7986944266512588,-0.9016974200678444
LIMD2,-0.3399158359400559,-0.9014045946124283
RAB40B,-0.12208506407907944,-0.9010517622380152
RPL5,-2.665633268898112,-0.9007627646373311
FAM186A,-0.200322318141096,-0.8988813661727565
HMGN2P46,-0.21411159991155332,-0.8987183156752343
SPDL1,-1.557147050698516,-0.8966412825348458
CMTR1,-0.8677749851534247,-0.8962095465334341
FOLR2,-0.05656161045888816,-0.8957285087717965
AGPAT1,-0.18601933143611604,-0.8949607735482408
SPATC1L,-0.15507786278402952,-0.8946498621578932
VKORC1L1,-0.2475281299906076,-0.8944548881029871
CLIP1,-0.1560204671986903,-0.8944113573056452
CD177,-0.24335492394428768,-0.8943512472619253
EXOSC4,-1.4081575150420655,-0.8941880529853793
ERVW-1,-0.5494746640051494,-0.8927181880571969
GATAD1,-0.2993946195598308,-0.891058646187806
CMPK2,-0.12892326373326554,-0.8910365806457311
TRA2B,-0.7311544575450004,-0.8885518468689676
ESPNL,-0.1552942044436659,-0.8876852091781874
EXOC5,-0.6017322954346672,-0.8860512464639789
KLHDC8A,-0.23662207510406477,-0.885893625669278
CENPU,-0.24586141284443758,-0.8852522229892978
SAFB2,-0.24653209069285592,-0.8851513736357031
PABPC1,-1.1026773348448633,-0.8846097434380255
NONO,-0.37087631210383426,-0.8844256522991852
ZNF536,-0.21742961810407274,-0.8833097271545407
ARL16,-0.23141518112347267,-0.8825192233806951
POLR2C,-2.2034472151379507,-0.8821485091520181
OBP2A,-0.14366824800839872,-0.8813445407379328
ATP13A1,-0.3399908616081737,-0.8801309437917534
NCAPH,-1.2477314399237007,-0.8796510752419773
TAF9,-0.17763668809827388,-0.8793621876185094
TOX3&FRMPD3,-0.28763522714263334,-0.8779298973542561
SNED1,-0.12891295432403063,-0.8773529174234923
PTPN21,-0.14185684447973557,-0.8771379634818719
MICOS10,-0.7426896254178398,-0.8761754629782766
SPTAN1,-0.26430203706878486,-0.8760861562326628
RHOF,-0.3767777093435267,-0.8760085363524543
TOP3A,-1.2050517417030187,-0.8759588079970838
MPO,-0.20160493048646827,-0.8754779576689341
ZFAND3,-0.24083465327162676,-0.8750188965976212
TUBGCP3,-1.3541360139543497,-0.8749144617930624
OR1A2,-0.148603359348183,-0.8746215986181801
ANAPC2,-1.4419833547364451,-0.8739306808214944
CLSPN,-1.096226080823211,-0.8728831071799392
CDK6,-0.8379465068166325,-0.8727377768375094
TBX21,-0.17794072970497996,-0.8721854449113653
LOC103021295,-0.09018693126335556,-0.8719360165621447
FREM1,-0.053640834985017746,-0.8717078562591386
VPS54,-0.7071209597185346,-0.8703388201856245
TEDC1,-0.46349915154748733,-0.8698570210384133
SLC35D1,-0.17834325279020166,-0.8697605505042507
TCTE1,-0.09732174864679549,-0.8697594497890805
RBMY2EP,0.14722256485743335,-0.8697047238370639
AGBL5,-0.1429990547918675,-0.8691207558520729
TIGD1,-0.25540441171647,-0.8680382756226893
ARV1,-0.0814017633687714,-0.8678738234391554
EIF3K,-0.3661723744084421,-0.867682126740718
NSFP1,0.20293626095362224,-0.8674464265392119
GRINA,-0.18297653573717615,-0.8673956363387761
LUC7L3,-1.800385475704471,-0.8673423542533523
HSPA6,-0.30478876852067943,-0.866488698145758
SMG8,-0.48312371256800973,-0.8662829141501013
P2RX2,-0.1771866395027614,-0.8655966037980475
EIF2B2,-1.6541930691108477,-0.8644192438280799
CHD4,-1.229416546100411,-0.863950479417106
CHPF2,-0.05955375375790903,-0.8625538768441895
NOB1,-1.1787814845247855,-0.862420139348666
NDUFS5,-0.7100334651386228,-0.8619693697724338
CES1,-0.08311527096137412,-0.8611972899698245
CPSF3,-1.719522298693429,-0.8607362248061806
EBF3,-0.08146966512851504,-0.8604526604390145
AK4,-0.35754085115178375,-0.8599740897471227
ZDHHC22,-0.16051740841219286,-0.8597658276998991
RPS3,-2.4766845099631443,-0.8586652347981127
OSGEP,-1.3192888560560347,-0.8585726664372916
F7,-0.08534360426760361,-0.8575204462651503
PHF12,-0.584089873115285,-0.8574353226232685
PCDHGB4,-0.07254783417841816,-0.8569200784163731
MFSD11,-0.23347242862325188,-0.8561216771378523
MTARC1,-0.12779975278682654,-0.8558185733905136
KIT,-0.18095924085139276,-0.8555352425926213
ANKRD62P1-PARP4P3,-0.2588824246511,-0.8555056409206054
ATP6V1C1,-1.130796673693953,-0.8546134754352669
HAND1,-0.09542362798248116,-0.8541942781065761
INSM2,-0.08696704297975645,-0.8541752288658631
NDUFB3,-0.7102170503634031,-0.8540642644510975
WTH3DI,-0.16359443868265555,-0.8540362205230934
MARCHF9,-0.5176331659389247,-0.8522809112102189
PROSER2,-0.02138809965267906,-0.852077759789551
FDPS,-0.8924714985091472,-0.851272390997293
IMP4,-1.109762630842539,-0.8511469624109322
STAG3L5P-PVRIG2P-PILRB,-0.22181815242627775,-0.8503638322710512
PCDHB10,-0.048810325577414604,-0.849954070696281
TBC1D3I,-0.0074519769672555525,-0.8491744095018576
ATXN10,-0.6496994312138933,-0.849046224385946
LAMB3,-0.11685937955052861,-0.848981024006478
EIF4E,-1.5343333175118274,-0.8483738475687752
SLC25A30,-0.10942057211304917,-0.8468918288413291
TAF6,-1.4879714653067324,-0.8462957430390641
PCDHB16,-0.10409694655426964,-0.8461304993726767
PATJ,-0.1356109694977094,-0.8456194378390213
PTMA,-0.6154264647392906,-0.8455401724173734
PIK3C2B,-0.010518456726880197,-0.8452291873051863
PSMB2,-2.0289118172497704,-0.8451908171671948
TXNRD3,-0.12745694825716558,-0.845051651524658
ATP2C1,-0.2598528649585598,-0.8449849944665196
GNB1L,-0.7039199760188107,-0.8445237843111092
MKRN2,-0.08116534405107173,-0.8433059618322866
PCDHB7,-0.1720550805587043,-0.8424922824985986
POLR2L,-2.492562690287312,-0.8416437030302433
LOC102723897,-0.7489863713464444,-0.8414066493518235
WDR60,-0.1225453246187111,-0.8406076254145665
SPOUT1,-1.5363043329243156,-0.8404211378711547
OSTC,-0.5454795777056995,-0.8404156883592396
AEBP2,-0.12231843727498636,-0.8403762517271278
TBCD,-1.3066702841511215,-0.8401943518662713
A4GALT,-0.15033252483397558,-0.8400750293249335
CUL2,-0.6555181169824714,-0.8398063136065335
CCDC121,-0.1395098193972923,-0.8391626570069548
LIN54,-0.34549290135335836,-0.8391246280806972
CAPN9,-0.09847666779588732,-0.8382774582899338
CENPP,-0.5873378167586186,-0.8377848463382525
FDFT1,-0.29763617189289526,-0.8366086818953791
SGPP1,-0.26541617956178276,-0.8362415682349256
RPP40,-1.0889308276728125,-0.8356641232790951
FAM167A,-0.08593701601378913,-0.835181391837999
PLA2G4E,-0.09369428812364407,-0.834601200752703
WDR66,-0.06178388039784111,-0.8345688666725093
SF1,-2.395339259768199,-0.8343827383373369
PSMD9,-0.27727984723896665,-0.8336924834600647
PLAC8,-0.25804117115800357,-0.8331600471644813
LOC107984056,0.004254703194128444,-0.8315776854248822
LPA,-0.2930473636984228,-0.8315243966730311
COPS9,-0.1739232261048952,-0.8312835463699881
SPHAR,-0.08243185864742666,-0.8309146842229809
LSM4,-2.030721381549003,-0.8302912208073526
SASS6,-0.9503169762170318,-0.8288114969106736
ATP2A2,-1.7238130851391888,-0.8282053515241646
C1orf74,-0.19563018396538726,-0.8281642692506584
GYG1,-0.21479765184900973,-0.8268218283784854
ITGA5,-0.16211012244763168,-0.8256075753537012
POLD2,-1.1934163052789504,-0.8254738997775763
ELP6,-0.9915223025051642,-0.8250749274192701
FBXL19,-0.20844143547443886,-0.8250241994135564
AP3S1,-0.214846498400136,-0.8245184880737935
SLC6A6,-0.19682549034255975,-0.8243950789987984
DGCR8,-0.7714484819214045,-0.8243166311242499
SCPEP1,-0.1772201242834198,-0.8236715975907509
ADGRG1,-0.049939349160365146,-0.8235725951703269
IGDCC4,-0.239851822988046,-0.8232890563181037
USP36,-0.9859631687061303,-0.8232372538518602
WWC2,-0.0468133659860595,-0.8224271914073498
DCTN6,-1.3194296130213274,-0.8221840155130153
NTF3,-0.053253459690763005,-0.8219557062754977
SPDYE4,-0.12664736942699975,-0.8211907082031777
IQCE,-0.12022369122748922,-0.8210018372890926
SCRG1,0.06719329030503043,-0.8192085234671201
RAD1,-0.7066249734802593,-0.8186514344759177
DAP,-0.22269590147065882,-0.8186139395945522
GTF3C5,-0.7022236606439262,-0.8181851392978877
OR2T27,-0.25933543767251055,-0.8180825169283208
CINP,-1.031665264815587,-0.8175705540429523
LRIG1,-0.10530538213914262,-0.8175280003112518
TRABD,-0.07492747034025646,-0.8166107148094944
TRMT61B,-0.25868985407362177,-0.8158784122400276
ZFPM1,-0.2747717653793134,-0.815767368515733
RNPEP,-0.15418273329084622,-0.8151521200203491
GABPB1,-0.7109517709706009,-0.8148871614040635
SYS1,-1.550506378088951,-0.814826039704769
CSH2,-0.4311691842286806,-0.8145953006812032
ZNF574,-0.6791059446134977,-0.8145893580311124
GALM,-0.0716261578811888,-0.8144332177591025
COMMD7,-0.17527351854123266,-0.8140232156817924
BHLHE23,-0.15364083472662252,-0.8138487060715763
SMG5,-1.2097549439857218,-0.8131802653336829
EXOC7,-0.34985640112533223,-0.81315053585659
PLPPR5,-0.14458052110052438,-0.8130478481888436
RUSC1,-0.2058536565677382,-0.81278519328876
PALM,-0.14074139437406155,-0.8125290149937289
BIRC5,-1.854165771766216,-0.8118591702995149
ATRX,-0.33280382067054626,-0.8118564503211458
CRCP,-1.4963619617956108,-0.8118009029837004
FAM173B,-0.7719564680701111,-0.8117352779855466
LY6G6F,-0.35211404202749996,-0.8112404610555458
ZNF513,-0.17005909487625187,-0.8112228405173076
FLT3LG,-0.1424185125116304,-0.8095611487054741
PRXL2B,-0.0789065869926323,-0.8092494703029585
ZNF695,-0.16667220829504784,-0.8088490429138135
CFAP20,-0.6487502731264116,-0.8085126027545385
VIPR2,-0.10437259441366711,-0.8075076472778014
CHIT1,-0.1245675150917798,-0.8072714741467073
CENPJ,-0.2839495554039772,-0.8071524302688055
NT5C,-0.22993203440996532,-0.8070032121999291
THOC7,-1.1153966459783196,-0.8068440578549629
TBX2,-0.17298041466370312,-0.8061427269406968
SATB1,-0.15590643397348844,-0.8061232293268215
AMZ2P1,-0.060989128515822215,-0.8057898311750918
OTX1,-0.1843062989291507,-0.8056732896394367
THAP5,-0.3493809235371028,-0.8048423299003303
MT1B,-0.4569711671409139,-0.8040613141356551
THRSP,-0.2796123217753527,-0.8031976847832554
ISCU,-2.0362593486009577,-0.8029903242419304
LYPLA2,-0.24112039711567138,-0.8027692665585278
C17orf58,-0.45259968191546707,-0.8024415808241597
UGT1A4,-0.09890670511403268,-0.8019420742969239
CTBP2,-0.2854531445712517,-0.8019413132787634
ELOC,-1.3337093613244513,-0.8017550309500884
OR2T2,-0.3469745440858036,-0.8016099765422625
GPR107,-0.046051682215734045,-0.8005998729035722
CLASRP,-0.3755757559610418,-0.8005406702942652
OSR2,-0.07434065502185,-0.7977608662061724
PMS2P4,-0.20442742797928887,-0.7972492459111061
TMEM129,-0.10592774543939712,-0.7967443747500352
SLC6A17,-0.26719540259188684,-0.7966205573982389
MFAP1,-1.7667783691129453,-0.7951682041320156
PIN4,-0.2531785300292204,-0.7948878839872956
NABP2,-0.2968165359541663,-0.7946295791077991
UPF1,-1.2465047271204042,-0.7943935625416596
TIAM1,-0.15821386284481417,-0.7940724606936516
EFCAB2,-0.17133263057120574,-0.7939352881479003
RNF146,-0.04567116973770761,-0.7937367631604232
NOXA1,-0.09911893255784057,-0.7931014783206669
SMS,-0.4770812942350195,-0.7928523894162387
DACH1,-0.22997489557214418,-0.7925057088093369
KMT5A,-0.7238775597305405,-0.7923574592290156
ERMARD,0.027819652664362322,-0.7923410351306905
HJURP,-1.0543686717786096,-0.79223995451275
C1QTNF8,-0.13825472946753894,-0.7921425442207201
SNX27,-0.207652513085236,-0.7918954036001417
SLC4A1AP,-0.28749468481968404,-0.7916153639434739
SPOCK2,-0.18617931263806187,-0.7914344916545388
MFSD14A,-0.12934972779418671,-0.7914292743194836
