Gene,Mean_DepScore,Mean_Zscore
PDZD8,-0.130118095159518,-1.0076193598298224
RPS6KA1,-0.18012440534953805,-1.0069559367779117
HEXD,-0.16689049159987854,-1.005600292335408
ATP1B3,-0.540997958817268,-1.0039538531902967
RPL13AP20,-0.8760526309655,-1.0022998004880788
BRD7,-0.43340443857643585,-1.002171466936045
AHSA2,-0.116524524252135,-1.0014618701711884
CTAGE6,-0.06096944483155001,-0.9947793820481414
SHOC2,-0.4467796075382566,-0.9940245450533576
MEF2D,-0.2173737333944912,-0.9869635853810361
SPRR2A,0.17448753713345,-0.9840267565374143
OR9G9,0.06638609089585,-0.9808383137533221
ZMIZ1,-0.2850852556741471,-0.980572898780161
ZFPM1,-0.3012523159352924,-0.9799481196357858
BCL2,-0.1916105585296401,-0.9771881068475962
MTHFD1,-0.54957472733289,-0.9765124408243019
CDY1B&CDY1,-0.17692569866153637,-0.9751532732504322
C16orf82,-0.20047248463,-0.9704577227060105
KIF5C,-0.16171894997365602,-0.9663567706455988
IFNL2&IFNL3,-0.3024434456314789,-0.9655294288965475
TEN1-CDK3&CDK3,-0.08360396637410869,-0.9651262290512941
CHCHD3,-0.4736276989894619,-0.9644032485853813
SENP1,-0.1412324645020919,-0.9626410338553951
TERT,-0.19244382738084165,-0.9622462985677341
MED19,-0.7370551394707321,-0.9592756118397437
PLA2G16,-0.11111919498565001,-0.9587995699213979
STMN1,-0.14885930397366606,-0.9581915123391822
SAA2-SAA4,-0.2506181583411157,-0.95718890646953
LINC00469,-0.0837051393765,-0.9566744004214423
FAM74A6,-0.445720100134,-0.9548907980758441
FAM72C&FAM72B&FAM72D&FAM72A,0.08366638210005001,-0.9514321102505444
KRTAP10-11,-0.22016133514449487,-0.9473328181647893
SS18L2,-2.442166409164033,-0.9445511761227271
MAZ,-0.12321244426046994,-0.944490198065296
FOXI3,-0.2894364297379513,-0.9411822372179581
ANKRD62P1-PARP4P3,-0.27201574119454996,-0.9384870626074676
KRTAP1-3,-0.2694730771005,-0.937039495646143
MED13L,-0.2998017561035464,-0.9362224795999621
H2AZ1,-0.9962224598502157,-0.9357575652798423
ESPNP,-0.24102343872019327,-0.9351675092029083
C10orf76,-0.4790973916215,-0.9331883163500021
STAT5B,-0.2911091186412497,-0.9296471422317774
ARID2,-0.5357738364002876,-0.9289464365979927
HIST1H2BO,-0.3499632380118,-0.9284231055598593
TUG1,0.0692624799127,-0.9278400001215121
VSTM1,-0.04713518929453246,-0.9252930793043519
HDAC7,-0.2607863816020487,-0.9250938340118143
RAF1,-0.3530116396761104,-0.9247929258504507
PARGP1,-0.13982703350690526,-0.9231703450266584
PLAGL2,-0.2621609376490691,-0.9207393491221715
MED24,-0.6270856397677573,-0.9194699509790847
SOS1,-0.46852268831442345,-0.918312543422949
FOXK2,-0.18086183327450792,-0.9167590182052672
NEFL,-0.12938776408660735,-0.9150523710743154
TMEM222,-0.07805875981715747,-0.9148642078975254
WDR24,-0.6368900334886396,-0.914190383490626
SPATA31D5P,0.0999921093114,-0.9122579819300247
RHOXF2B&RHOXF2,-0.14742033974399474,-0.9111143887336
CEP170P1,-0.062372232566499985,-0.9107860478647047
SVIL-AS1,-0.005242857870999996,-0.9091590781263819
VN1R5,-0.09688783278157827,-0.9083385706930808
SUPT4H1,-0.7442798226149014,-0.9082462161704458
PTMA,-0.6305394812772297,-0.9080910388688537
CFL1,-0.9090664903921167,-0.906658272112727
DYRK1A,-0.2556102703271737,-0.9061408070111886
GABARAPL3,-0.23206916066968003,-0.9041726482567622
HIST1H2AA,-0.05600134669605,-0.9037478164842432
COX14,-0.3347498448282406,-0.8993230336519664
EHHADH,-0.14840298271253488,-0.8971453447305558
GPN2,-2.091378730901149,-0.8964322709343415
C11orf57,-0.010337733893599998,-0.8952002595906601
ZBED1,-0.31118777705018946,-0.8927925530280256
OR2L13,-0.11592049337648583,-0.8923663748667339
ZNF200,-0.08907761261102458,-0.8922952552269133
EMC7,-0.7688613182045536,-0.8890325209557642
PRAMEF25&PRAMEF26,-0.2591229817165,-0.8873937355567012
IL3RA,-0.1107621259439878,-0.8868697433042328
KDELC2,0.0489412331538,-0.8852022692723869
ZNF592,-0.165177670850692,-0.8850586186206584
HKR1,-0.11369125310119317,-0.8848239560365608
FAM156A&FAM156B,-0.5500463315425,-0.8845057668077299
FAM50A,-0.941846841470295,-0.8823800309302474
PTPN7,-0.22806304742788241,-0.8823038468730404
NHSL2,-0.13387109909375,-0.8814505739613697
LIPT2,-0.30655003563281236,-0.8798043667805359
SEMA5A,0.005575230164278494,-0.8770814964939083
INO80B-WBP1,-0.3261655471664545,-0.876918511261018
SNX31,-0.05190100271283706,-0.8745534014230247
TMEM55B,-0.131669299082448,-0.874229694757427
TLE3,-0.21037752268213078,-0.8714908465117189
TOMM20,-0.770018974266344,-0.8685998360098223
CELF2,-0.19409279891407127,-0.8665713653889672
ACD,-0.4788067076675679,-0.8661382612611096
MED23,-0.429071449613644,-0.8639878037258798
CCDC144B,-0.1835346374896364,-0.8629658536594661
F8A1,-0.001804883844800001,-0.8624877058869576
STK11,-0.35008166490576476,-0.8595679913410942
MYADML,-0.15652392635315,-0.8595535918874898
LOC102725070,-0.1806931465615818,-0.8591421697747262
DSCR9,-0.350989976613,-0.858009066103936
CELF2-AS1,-0.102254061565,-0.8561088950517144
FIS1,-0.5385779831752341,-0.8555933232476095
H1-5,-0.1870191827379755,-0.8555481569796346
FAM201A,-0.09585456124442,-0.8548597635815749
PDS5A,-0.6125291050550477,-0.8528041014941993
SP1,-0.3517506044401341,-0.8527208908004804
VSX2,-0.15638350815697685,-0.8513270481447036
NUDCD3,-0.7040139333721696,-0.8505382136403552
SCN11A,-0.16118393524218494,-0.8502931135968422
SLC25A36,-0.20366592243291876,-0.8502595611281712
ADSS2,-0.8534710266280098,-0.8501599334798916
OR2T29,-0.2818659039208617,-0.8498051889773665
CNOT4,-0.21263478617652407,-0.8477110804634569
PIEZO1,-0.21540662991000056,-0.8468184137770626
BORCS6,-0.15282137354559272,-0.8466261499527616
ATP5G3,-0.1970668698718579,-0.8459527175773498
FAM193A,-0.0878649465857747,-0.8440042375215501
SENP5,-0.09196631166076889,-0.843088010087749
ADRB3,-0.08405418802993635,-0.8428994522073071
SMLR1,-0.05383171228343635,-0.8426610086834487
SLC1A3,-0.12064364628001874,-0.8425369278267961
MIR141,-0.165389201366813,-0.8422557804473613
DAB2IP,0.02620538485483906,-0.842037870733531
EMC4,-0.5783003405368256,-0.8393159254719104
NAMPT,-0.6869014861995646,-0.8383491578695098
UMPS,-0.6187281599694794,-0.8379825959924152
TRIM51HP,-0.1456691047408265,-0.8372813975923662
DCLRE1A,-0.11640175264075102,-0.8368500220121312
LOC102723917&RPL23AP7&RPL23AP82&RPL23AP87,-0.0453409353874,-0.8367450217917999
LOC105373388,-0.16464736487247,-0.8356749723566936
WASH2P,-0.0899641596845,-0.835314251949574
CLEC4A,-0.027424476777087314,-0.8348719674258006
ISY1-RAB43,-0.1334982366823087,-0.8347348038927377
LOC100653049,-0.47788361886600006,-0.8341603829216986
RPL4,-2.451027116960808,-0.8334444515900834
LOC100133050&LOC102725009,-0.05100948993349999,-0.8330119749111548
DNAJC9,-1.5814734963473374,-0.8326278556346932
UGT2A3,-0.15715979664907875,-0.829548074224807
NXPE2,-0.025905901805700453,-0.8291212660454955
MED10,-0.7137910438662248,-0.8288120815339931
METTL16,-1.273042861924536,-0.8286313418532377
MRPS27,-0.5664842206619377,-0.828145260472838
UQCRBP1,0.16693035745269996,-0.8281342082020577
PPP4R1L,-0.04627083888385947,-0.8279958318244781
NUTM2B,0.016386220731145443,-0.8278674655947508
KIAA1211L,-0.061132412123315,-0.8277306424378383
METTL1,-0.6332133944220173,-0.8272786279125898
SLC7A1,-0.45073697571155047,-0.8266526427686333
LGR6,-0.199469044751833,-0.8261551947502468
SERPINB1,-0.07711201779548377,-0.8258542449859286
VCX2,-0.1898074885433463,-0.8252341320480232
CDK6,-0.8162921829134221,-0.8248464091941425
PTP4A2,-0.38362642833061256,-0.8248277297079548
TCF12,-0.12256177400551839,-0.8245244315055833
PPCS,-0.40229692845109505,-0.8243357933762544
LOC101930073&LOC107987389&FAM230A,-0.052442542160350006,-0.8237317427429808
NPLOC4,-1.4950404835494377,-0.8219966625463145
ROCK2,-0.09616433314404188,-0.8218728351632874
ROCK1P1,0.0312908487669695,-0.8218424540903684
DTYMK,-1.7433727477923495,-0.821293324950317
OGDH,-0.7509554777767042,-0.8208330660133839
SMARCC1,-0.37271502201149087,-0.8206758895358985
UBN1,-0.25290777431054506,-0.8205471027502792
HIF1AN,-0.2591352651726137,-0.8198127986187926
PREX1,-0.14950924849900527,-0.8174894591048876
HIST1H2AC,-0.4145459390782422,-0.8166624635931433
PTPRU,-0.2060506667770456,-0.8165401047006833
ETV6,-0.14282958590037828,-0.8157437008716947
LCP2,-0.09115500112064644,-0.8152818466395483
LOC100129434,-0.0964401127185,-0.8145787332624197
ARHGAP11B,-0.12428890009794,-0.8138267180081181
SCAF8,-0.21001239061601445,-0.8134231545581901
TNK2,-0.05450700748814391,-0.8125683550887577
NRAS,-0.43356045991228725,-0.8113994420229302
LCOR,-0.09266483696551729,-0.811390533764216
GOLGA2P11,-0.1636850333366,-0.8112124599210044
CFAP107,-0.08777122106649048,-0.8087872236698793
TRIM16L,-0.0026127725151579005,-0.8068213522534277
NSA2,-1.513642837257404,-0.8066412314848878
GIMAP2,0.04379075076120156,-0.8055781369045644
RCCD1,-0.22484108262789335,-0.8043697292414147
ZNF644,-0.2236691740535908,-0.8037732570813826
TRABD,-0.07312265988044621,-0.8032671633449524
STEAP3,-0.22914330071629635,-0.8016394378682059
LOC107984021,-0.63227096224546,-0.8010265380310144
PAGE3,-0.17038322778929998,-0.7999376784765447
FANCI,-0.38800755152976146,-0.7996837944219753
SRRM3,-0.09373728553149999,-0.7990463256070863
LSM12,-0.6573212370853395,-0.7985294630181495
ST8SIA2,0.0015363777156374907,-0.7974985240109225
PDIA3P1,0.05603021265485,-0.7970542374404251
TFAP4,-0.45976657716666613,-0.7970504237894904
ZCCHC6,-0.16757936115230002,-0.7964462079687861
MEX3C,0.014295960937041483,-0.7964143473437861
SAMHD1,-0.23871575155139274,-0.7963181572266692
TACO1,-0.18845394426759537,-0.7958944964249829
GLS,-0.33281145582353894,-0.7943307799578019
EGOT,-0.140646916142821,-0.79349664528008
SUPT7L,-0.2521155716901802,-0.7934363733997413
LOC103021295,-0.07529143094147,-0.7919582781085649
ALG1L,-0.1113945637630363,-0.7918761500368028
SLC22A20,-0.23167446041614548,-0.7912670586173747
FGF17,0.01802395221845734,-0.7908686905481895
IL10,-0.06061794022686537,-0.7908117086128515
ICOSLG,-0.038563527785988524,-0.7902156314464494
VPS33B,-0.11610908947510604,-0.7856664641349734
HHEX,-0.09834287806344748,-0.7825062787963117
DGKD,-0.1608872067930908,-0.7821946983195669
RPL38,-1.8254762064725036,-0.7820711284313816
SH3D21,-0.08940856026109355,-0.7817584490260439
EDRF1,-0.17866675600250082,-0.781191033851895
FCAMR,-0.07930638375189292,-0.7805402027645987
NAAA,-0.18768744531202913,-0.7797139578721894
RAP2B,-0.05101152355331965,-0.779635716318923
OCLM,0.005298505103499995,-0.7793842734253629
MEIS1,-0.1871749749633935,-0.7790493366408023
AFTPH,-0.027562285810928733,-0.7783632280980501
IL2RG,-0.12134142368788607,-0.7779340052970868
RUFY4,-0.2280107358305,-0.7775775483250122
GAB2,-0.287822744896744,-0.7772630693907975
NSFL1C,-0.22796300126613697,-0.7770242032357186
BAIAP2-AS1,-0.08323750620244999,-0.7743471278614097
NECAB2,0.027935313094683674,-0.7741308616671589
SWSAP1,-0.23863388438357375,-0.7736492311716544
PRKAR1A,-0.3454319176814306,-0.7715963373322617
PLEKHH3,-0.08489300455195974,-0.7713764863160784
OR2W5,-0.026778730799149997,-0.7712051470164072
C10orf99,-0.08140249398905,-0.7709307354383867
CCDC94,-0.27384826944350005,-0.7702568955145274
ESPNL,-0.14052238704656986,-0.7689441508640075
TBC1D3P2,-0.03988207628463043,-0.7686514544341186
DAP3,-0.8560785063951089,-0.766449951234175
LRRC75A-AS1,-0.1907827121742,-0.7663029651080798
RTEL1-TNFRSF6B,-0.14156712375382044,-0.7662888850708637
LIMK2,-0.07723274942295248,-0.7650501125903862
LOC105376361,0.21679862149155998,-0.7632595664405295
RBSN,-0.5244794254994884,-0.7625909384801332
LINC00467,0.04457578364711053,-0.7614377792370521
TVP23C,0.02800264413374,-0.7604733628784655
PRC1,-1.6238302074679427,-0.7599531398923872
RAB11FIP4,-0.23844018506596856,-0.7597565308878139
RNASEK-C17orf49&C17orf49,-0.14926177713150002,-0.7594408208470418
NLRC3,0.045503498621499994,-0.7577113677742032
TCEAL6,-0.026340537522739998,-0.7571903603369561
SPATA1,0.007893835465135,-0.7568747534390494
TNRC18,-0.18225052596797559,-0.7567704462687439
ARL6IP4,-0.3303311514910283,-0.7566700410235427
ALPP,0.006050392953296762,-0.7556435513957401
CXCL5,-0.01933692328749427,-0.7554157585683352
PLAC1,-0.05874655748115169,-0.7549637561047343
KANTR,-0.05965952140525,-0.7532707844929686
LRP5L,-0.137089584155844,-0.7511897080814295
SEMA3D,-0.10587179438364158,-0.7507948931302172
MBD2,-0.22791455036070957,-0.7480819858617059
GNAL,0.06331000810959346,-0.748035874487376
PRKCG,-0.06257335122155012,-0.7479929688187857
C1orf116,-0.14236502407899018,-0.7479593379876442
TUBB1,-0.09507982282721049,-0.7473163422302713
VRK3,-0.06152782811715766,-0.7464926213504847
KRTAP10-9,-0.4664406784276879,-0.7461707611259029
LOC102725117,-0.17953338143044345,-0.7452392477161082
SPACA4,-0.11020489099001776,-0.7451902169071876
DNM2,-1.243802407715322,-0.7450872651485588
HGF,-0.023341192208043746,-0.7448047979842661
TMX2,-0.3530886894972389,-0.7447255864471118
ACOXL-AS1,-0.058872196851,-0.7443073840899876
PITPNA,-0.02499288389985017,-0.7442963296393589
PPARGC1A,-0.09930477429300501,-0.7441846182612456
MEAF6,-0.48735492230612903,-0.7438155840592059
RPL13A,-2.253040099357566,-0.7434237847860901
VN1R4,-0.14996590893098066,-0.743174764671744
SETDB1,-0.5304587310560751,-0.7426867562678002
ANAPC7,-0.20285919750507805,-0.7421324848691123
ARHGEF6,0.01379706771368974,-0.742083701025951
PLAAT1,-0.023482316164605853,-0.7412003520911025
CAMK2N1,-0.1616179410595613,-0.7411750258217655
ACSL4,-0.2918660921881111,-0.7410714641875278
STX1A,-0.15536380172704017,-0.7407030235560648
FBXL19,-0.19743569580468195,-0.7396329880212911
BMPR1B,-0.15760302280903865,-0.7374812216280228
IFITM2,-0.3182364539842764,-0.7359859245300101
TOP2B,-0.11168665617077196,-0.735837808602425
SMARCD1,-0.35097861938780006,-0.7345110171563236
PIWIL3,-0.18029045594568216,-0.7324039556121191
CSRNP1,-0.06614388364898936,-0.7321374994079344
LOC400710,-0.384694639201,-0.7317795383060408
FRAT1,-0.15514585288236926,-0.7317695589135025
MMP20,-0.11035473162571124,-0.7317436502897312
LOC401589,0.012189267954000008,-0.7314818929768525
RPF2,-1.3801669485900434,-0.7314774347703104
SOGA1,-0.18714231786451302,-0.7302438978824056
NBR2,0.0029779409489714298,-0.7297291041832931
KRTAP19-3,-0.31941860947339595,-0.7292952699553598
AP2M1,-0.9817214786872575,-0.728880652368995
MPG,-0.09066764452364405,-0.7284335452326796
CPA6,-0.08736690416878869,-0.7267811639458585
LOC100287896,-0.21681804662100002,-0.7267022425908576
DIXDC1,-0.13124930177644875,-0.7266110763653327
ALDH1L2,-0.11396510075526943,-0.7262709489304077
C2orf27B,-0.14221711303175,-0.7259731225720838
FAM92A1P2,-0.20090658978925,-0.724220345459042
RIT2,-0.11753428745553443,-0.7233392820204674
SMARCD2,-0.27322539266285073,-0.7233212513857612
YRDC,-2.0329371814632125,-0.722595330106598
LPCAT1,-0.03101914086421827,-0.7224010808575436
ERRFI1,0.04153973417231711,-0.7219109987646698
ZC3H15,-0.11458176294048837,-0.7204165068218191
PNMA3,0.04449257274570164,-0.7199305743956892
WDFY3,-0.1909817094293706,-0.7196273615882647
NPSR1-AS1,-0.8391856677615,-0.7174627678031142
GJD2,-0.031766308008801106,-0.7163815194020581
MBOAT7,-0.05660698472342055,-0.7156715457177819
SPIN2B&SPIN2A,-0.1655378909967579,-0.7147277985870236
GUCY1B2,-0.21926912097463686,-0.7142812808625
PRNT,-0.1691608193278,-0.71405060894784
ITK,-0.022971400718041768,-0.7134034663560384
OR1S1,-0.08042199030726001,-0.7132269620483903
SLC19A1,-0.06924485499862731,-0.713100621856601
SPTSSA,-0.526660899454739,-0.7130720642911136
SPEM1,-0.04008329808590564,-0.712215313660548
FAM126A,-0.5527980658695,-0.7119873280204174
COG4,-0.5616430519262965,-0.7105242716686446
MIA-RAB4B,0.010677108902740004,-0.7099955486434375
MAGEA3,-0.1294250387021209,-0.709234192000329
VAPA,-0.16919686501098677,-0.7088156522416954
ALAD,-0.19960587645705113,-0.7086307416472455
ABCC6,-0.053757669298719335,-0.7077939204763419
RNF145,-0.04881709262444946,-0.7070922635611153
ELOVL1,-0.3388837637786897,-0.7063030301197527
OXTR,-0.11670519047459568,-0.7052953834207427
KLF1,-0.17988648935021503,-0.7043428263683437
TEX2,-0.11551841621718788,-0.7036450845462691
MRPS15,-0.4842775778030108,-0.7031214422642525
AP2S1,-0.7894888204260732,-0.702973885654646
OGA,-0.31835196787506004,-0.7026879432675893
PDSS2,-0.2039405547383145,-0.7017913337781375
HECW1,-0.11249851558327902,-0.7011102280831044
EMC8,-0.2700313363862817,-0.7000644375066969
USP17L4,-0.006558133165752634,-0.6997331994919992
VEGFD,-0.06768877492380043,-0.6992485108513965
HSD17B10,-0.5980532053956816,-0.6988739529614957
MRPL36,-0.6192847009557986,-0.6981060632577508
PPP1R35,-0.27776433511396176,-0.6968842489910425
RBM33,-0.33317886405190833,-0.6966663190657318
LOC100996401,-0.19991815091749998,-0.6956572436270383
RYK,-0.2347438938528078,-0.6951740835618913
KLHDC2,0.09119189500877047,-0.6949723567359607
HSPA1A,-0.12974541489357347,-0.694805313461451
TMEM208,-0.1899553994764464,-0.6948027428686742
LRCH4,-0.09203167752379972,-0.6947241130244142
CYP2D7,-0.13190306393513476,-0.6944935553747328
PET117,-0.3883511087340694,-0.6942201678975465
OR7E5P,0.02100909531843159,-0.6940556583417309
FASTKD5,-0.38656427390424014,-0.6939061016696922
MAPK4,-0.08114269798239915,-0.6938532391157136
APOBR,-0.10346394001164919,-0.6933193813992318
CAD,-0.6740269159191891,-0.6933131186519004
DPY30,-0.4514986231733292,-0.6927634681511204
DDHD2,-0.09370462872250357,-0.6921796096144401
MTMR10,-0.07433814430267716,-0.6921308796543051
TEN1,-0.6243739512480583,-0.6914806777427064
RNF219,-0.19624956254097273,-0.6911374950407161
RNF183,-0.1432242380817187,-0.6908464184900841
DRICH1,-0.22788582595628482,-0.69081847539242
IKZF1,-0.16734129543842152,-0.6906371346507899
ACTR5,-0.33236880619444337,-0.6904162559592049
YME1L1,-0.4425519910811813,-0.6892373052209118
MSANTD3-TMEFF1,-0.19876460629593912,-0.6889384715901734
KCNJ12,-0.14636376795673958,-0.6886271462661012
LOC102724770&DGCR6,-0.5585702701198263,-0.6884395409893775
CCT8,-1.785278207477597,-0.6878443705225905
ZNF280A,-0.09975210253502553,-0.6872538698779713
SCO1,-0.27726195439372486,-0.6872502130715262
SUMO1P3,0.06719180976082001,-0.6869905269705255
DCAF15,-0.42888463499160767,-0.6869667641509904
SECTM1,-0.12722298670930796,-0.6868193221958238
SERPINE3,-0.06917591948903076,-0.6863950250651173
SLC22A1,0.01797324533536633,-0.6855270484748588
UFL1,-0.4677197569050757,-0.6853914523480116
RANBP17,0.04651283860792792,-0.6851779650924108
LOC107984050,0.05476953814989789,-0.6848735207733723
SLC28A1,-0.07274926130051426,-0.6846462360517854
WWC2,-0.03052422405778733,-0.6838433540434716
FLT3,-0.18373672694714488,-0.6830858904771209
ARHGAP40,-0.11407572625169476,-0.6827973759395012
C16orf71,-0.3792641441325,-0.6827559268517095
SYNCRIP,-0.36499592710503775,-0.6817699566020952
FAAP100,-0.45939489236265624,-0.6812900279622406
SIK2,-0.08811125966631381,-0.6811207708292302
PMM2,-0.4755856538874833,-0.6811143502149833
