Gene,Mean_DepScore,Mean_Zscore
LCE2C,-2.1242969940694545,-1.243124484918708
C20orf196,-0.1388498245235,-1.2420635170628165
COX14,-0.3937733626039657,-1.2395756415016956
DIP2C,0.0586768258779428,-1.2392857595569264
ERGIC1,-0.023231406998722625,-1.2375928877470037
MIOS,-0.5996898860458092,-1.2357281988556506
GIGYF2,-0.4345832158348322,-1.2353773851295833
SATB1,-0.22067370906163944,-1.2351448604751227
LOC101929540,-0.3297566366739857,-1.232050089441353
CTRB1&CTRB2,-0.282248668498,-1.229952858553519
PRR22,-0.28930227191980196,-1.2290218845989438
CTBP1,-0.2124206259617139,-1.2247579780221607
MARCH1,-0.030236351392914286,-1.2215327232537396
AGPS,-0.22422393768832316,-1.219607548158899
MMGT1,-0.5899647897904985,-1.2178669454149589
NOTUM,-0.23244988103661798,-1.2177396343074494
NOTCH1,-0.18589571418960044,-1.2175120017924022
FPGS,-0.7399636430751012,-1.2140428060951158
LOC101929970,-0.17657956650936668,-1.2135212931377741
WWC2,-0.09209265071861208,-1.2076517206649449
BIRC8,-0.34678696970208567,-1.2075577448173447
DCPS,-0.4357308664948918,-1.2069198031501391
DNM2,-1.4572356723896471,-1.2044744479063412
TBL1Y,-0.2501494203480241,-1.2030575368918353
CAD,-0.8401750892808826,-1.1965472042532785
SDHA,-0.5034221205857883,-1.1944684209814758
DOCK2,-0.14212066252461047,-1.1939050854328466
DPH6,-0.5350278086611611,-1.1936824795386447
LOC105369243&SULT1A4&SULT1A3,-0.36136189002857777,-1.1912971851033989
DAB2IP,-0.012773212348924045,-1.1891261855064703
CEND1,-0.43904483225995444,-1.1888212103436075
GUSBP1,-0.1644210412205,-1.1887930094728318
SLC66A1,-0.04548851028450778,-1.1870201562233493
COL18A1,-0.19364845690330298,-1.1836098189400897
HIST2H2AB,-0.09641111329974285,-1.18302165347276
PLAC4,-0.0827313923168,-1.182684769755668
LINC00518,-0.2384604678784857,-1.181345837004518
ELOF1,-0.6869648561053675,-1.1805048899133854
C1orf228,-0.30207933673900006,-1.1797986722139344
MLST8,-0.7039435395684517,-1.178342194288772
LOC105370978,-0.044281325595522,-1.176899780135947
GCSH,-0.5162275401227416,-1.1757247136647881
ALAS1,-0.3519252669686112,-1.172727426019968
ZFP91-CNTF,-0.17589865213517145,-1.171519294642277
FAM50A,-1.079992695120869,-1.170481090007402
LOC101929775,-0.21426391825959196,-1.170175241872765
AHCY,-0.8112702533159695,-1.1681200185213858
LOC103021295,-0.1452121214482,-1.1673802899240813
VN1R5,-0.1367145824360889,-1.164640588584152
OGDH,-0.8467152821674679,-1.164189314065815
CPOX,-0.44254971536790516,-1.163380644369454
KLHL17,-0.11376428598470203,-1.1631806353494165
FLCN,-0.39517632288196886,-1.1626211112277816
TYMS,-1.162875786404205,-1.1623706564435579
ZNF479,-0.3139036047569817,-1.1596558608100418
GART,-0.7967310657482191,-1.1574462850424212
SIK3,-0.18104280116024335,-1.157300737670208
FOXI3,-0.32556625138100004,-1.1563373932185153
HIF1AN,-0.30857963353592555,-1.1534864249286527
MED23,-0.5139276096262301,-1.1529973191723122
MED16,-0.3469206233403198,-1.1520071770379363
C1QTNF5&MFRP,-0.25502910969473885,-1.1512415155072773
DDX3Y,-0.30560031415981603,-1.1511814182300704
RPL13AP17,-0.10043627815125,-1.1505597868656867
IMPDH2,-0.7943077616144896,-1.1496264399581118
KDELC2,0.021705165637949997,-1.147515436296411
LINC00523,-0.46539050304249996,-1.147240911782667
MARC1,-0.053327706582750004,-1.1464794720629694
PET100,-0.33894909898540065,-1.1447901227643666
DLSTP1,-0.16043591915808003,-1.1447210250106434
DIXDC1,-0.18003268326025373,-1.1436708198484877
MSI2,-0.3366406668840697,-1.1425035113195692
KRTAP5-1,-0.44593081889659425,-1.1415342763741825
ANO9,0.015383014737644148,-1.1402110116146607
PRDX6,-0.23640326361613426,-1.1401892359981198
CCNYL2,-0.2134314732288,-1.1401476794638206
PARGP1,-0.18014838294988572,-1.1392841087155976
DPY30,-0.5461711469749216,-1.1387125846253556
BRD9,-0.18818296032279422,-1.1376196599980914
LRP8,-0.33194080307384566,-1.1373619541032496
ZMYND8,-0.5212775836736597,-1.1372118738119716
COX16,-0.20471712841204437,-1.1359070297533829
CDIN1,-0.7006559392100944,-1.1358169734870762
CDY1B&CDY1,-0.19675968512274286,-1.1295931129411347
GLRX5,-0.7584782308063491,-1.1271217775896
LINC02210-CRHR1&CRHR1,-0.19329631424647142,-1.1258489753348928
DHRSX,-0.1467524151162778,-1.1249068320300577
MLLT1,-0.19938850337875502,-1.1228975618978843
SEMA3F,-0.27021597598210356,-1.12021782829212
FDX1,-0.42002242705131587,-1.1199568190148779
PPY,-0.3739387187597535,-1.1198358631924064
C14orf2,-0.774653526662,-1.116233789531542
NBR2,-0.055456571725360004,-1.1126187539604284
DEFB107A&DEFB107B,-0.08365457381645,-1.1116687708455353
EIF4E2,-0.5091229045126905,-1.1089953112756925
UQCRC1,-0.7509973217999191,-1.1072907579585038
KRTAP5-3,-0.3981046720482471,-1.1063163800706695
ITPRIPL2,-0.060396913874382584,-1.1062396380447852
TKT,-0.6904951973324858,-1.1036005053741682
PCYT2,-0.3361511231832197,-1.1015264210622349
OTOP3,-0.054714915619743766,-1.0996019508790078
KLRA1P,-0.26164961588343333,-1.0992382251231934
FECH,-0.7340378483329403,-1.098806835296972
DTYMK,-1.922927107643928,-1.0986248516628845
LOC644762,-0.361460665282,-1.0959042546999829
PGBD5,-0.10690617749428001,-1.0954869774035152
GFI1,-0.15045979079841834,-1.0953469850188893
ZC3H4,-0.43085381424478414,-1.0948436703526756
AUH,-0.1721549931271796,-1.0911179537837667
FKBP6,-0.0807405982866875,-1.0894846837526384
COA5,-0.7558198035128899,-1.0891270629590875
SLC20A1,-0.4760224286547792,-1.088291250202109
ROCK1P1,-0.009467721044452,-1.0872426230796681
SEPHS2,-1.0567336425773364,-1.085049689825541
NCLN,-0.2640658647358417,-1.0844789032176871
PRB2,-0.4274303992384946,-1.084358202953402
TRMT112,-2.1490157286299616,-1.083877853936701
MUM1L1,-0.2384387190565,-1.0836105236773306
SYK,-0.20928176928657397,-1.0827528171621783
MED24,-0.6777354878438657,-1.0827289931774415
SUCLG1,-0.3359944816963868,-1.0825864900602777
UQCC1,-0.45732869899678164,-1.0806592145472638
LINC01554,-0.00010169930174999675,-1.0766183605923647
KRTAP9-1,0.025877771923476213,-1.076527235958856
CLECL1,-0.14569287355105,-1.0764326388928485
MAGEA10-MAGEA5&MAGEA5,-0.10682909934308572,-1.0755928956561476
LPAR5,-0.18073016363360145,-1.0737925054763557
FH,-0.32480149757409105,-1.0737140009990163
FKBP1A,-0.5321185563317402,-1.0709595712293571
SMARCB1,-1.0450932692153523,-1.0706538482738446
LRWD1,-0.19670431838748745,-1.0681563128088212
FAM153B&FAM153A,-0.031135817014149997,-1.0675235670983292
CEP55,-0.5795464626390144,-1.0646528614380468
PLEKHH3,-0.12831360369722258,-1.0642796050769627
MXRA7,-0.3934714090472976,-1.0639522628128844
GALE,-0.24251842639682505,-1.062304913343904
MRPS24,-0.682423994753004,-1.0618148925334887
TKFC,-0.27328834240472705,-1.0613563535415325
DCAF15,-0.5115037626277618,-1.0612946653799138
PPAT,-0.8311820629665034,-1.0586865298840584
HMGB1,-0.6487494449940903,-1.0559819282122724
DOT1L,-0.3298304519647616,-1.0557865538474125
DNMT1,-0.8684734878434363,-1.0542908704186003
UBE2T,-0.36625872139406335,-1.053849337237363
SLC25A51,-0.354922659173417,-1.0533839122799968
EXOC6,-0.1966339373623579,-1.0528762419153892
AES,-0.25127305764132857,-1.0515297090372528
SIRT7,-0.2825264179200046,-1.0500483176968696
CAB39,-0.4514629204937902,-1.0468797136605499
RFC4,-1.2509218153534634,-1.0446599807846197
LINC01140,-0.2063542065035,-1.0443979012564675
PKP3,-0.04730898707873652,-1.0406235776342192
ZNF366,-0.1974108128635826,-1.0404128935515113
S100A7A,-0.08276673615448572,-1.0402230749374188
MICOS10,-0.7993318788729947,-1.0398561455698225
PTPRN2,-0.08638243468260054,-1.034275766163622
RADIL,-0.18936740022177723,-1.0330352691810418
ERCC8,-0.15754236937968918,-1.0330236906716794
CENPBD1,0.03974093478835,-1.0316061658619535
CHST12,-0.05646786912521452,-1.0288147311318108
MOS,-0.2242038356052544,-1.0257153771182304
CUEDC1,-0.18558215138407305,-1.0253876540572728
AMY1A&AMY1B&AMY1C,-0.18675407598634283,-1.024240682554136
TMEM57,-0.3219642699725,-1.0239823325883628
PFAS,-0.7071025425778545,-1.0214244062869535
RPLP2,-1.5856481485009186,-1.02069586386181
OR6W1P,-0.08723116462685714,-1.0205859373416142
CCM2,-0.2052271791775347,-1.019981050535977
AK2,-0.44756564987304254,-1.0185165938157277
EMC3,-0.9279562071313556,-1.0183074691629546
BCS1L,-0.5550793715601745,-1.0178206966870396
POTEC,-0.044602359596020866,-1.0150888832354346
LOC100509620,-0.02477252734665714,-1.014561818675211
HP,-0.08606716534947756,-1.0139670603102686
PGAP6,-0.2865076743022519,-1.013224290772344
CXorf21,-0.13637351350424,-1.0131933367405044
BTK,-0.1369443719556711,-1.013157793219943
PTPRQ,-0.20999695969284285,-1.0131409674528642
OR2Y1,-0.1164416741715518,-1.0128139513507524
TBC1D3L,-0.12861153198534286,-1.0117716565009895
CLSTN3,-0.18910331090851093,-1.0083394721950911
SERPINA1,-0.14198919433344162,-1.00822891288302
UQCRB,-0.6272790976374909,-1.0081505682943732
WISP3,-0.2735551223121,-1.0078230101210537
TMX1,-0.3605846137977963,-1.0069597026385886
KIF26A,-0.166501304849512,-1.004421330118391
OR2T34&OR2T3,-0.1772732791112,-1.0034861685040892
SLC8B1,-0.20279943677884785,-1.0032814456703747
NCKAP1L,-0.27509775855172186,-1.0019130646390353
OR2L8,-0.1539379978036178,-1.0008650453952643
TFRC,-1.2368288078044694,-1.0003838042458482
SPACA5&SPACA5B,-0.08959035949395713,-1.0001249756503248
MGAT1,-0.3932452047660689,-1.0000159520709804
CHRNB2,-0.1921180665928664,-0.9996059283718223
TMEM189,-0.2601738320657778,-0.9993582371837891
PSME4,-0.18553578945457563,-0.9984020581243099
MPP6,-0.17472348480253333,-0.998303365890881
TPTE,-0.2523711526406889,-0.9975238177804336
CSK,-0.25468185488334416,-0.9965720998236834
H2AC1,-0.14785077469720423,-0.994670926723473
SUPT4H1,-0.7655658635601388,-0.9946101844840664
SSH2,-0.3285109748078166,-0.9938463995330515
SLX4,-0.4800132542213835,-0.9927564890102021
PMM2,-0.580412214539178,-0.9919062897889767
DOPEY2,-0.24577342525708573,-0.9896303003743278
TXNRD3,-0.14921726356056667,-0.9896077988473091
GUCY1B2,-0.2747667696470714,-0.9874762713075285
LDLRAP1,-0.14125045314131543,-0.9863561015352669
SH2B2,-0.13960429154025714,-0.984255704216653
FEM1A,-0.16877687145002698,-0.9834196543550405
C10orf90,-0.18161077993038693,-0.9829369091947553
CBARP,-0.11071402464376207,-0.9802618228022366
DNAJB11,-0.3663086688816601,-0.9802098733937616
H3C12,-0.08575875775030695,-0.9795822764096545
CLIP3,-0.15555333640783678,-0.9775069587894399
PKD1,-0.08631281528470196,-0.9772115455139925
PHLPP1,-0.09761925346678164,-0.9770748752617825
MED13L,-0.3065178118319277,-0.9762033235026063
LGALS17A,-0.11099370099394001,-0.9761983953411456
CCL4L1,-0.10632991119402223,-0.9759742170844355
GSTT1,-0.05217367355585556,-0.9754091442847541
PACS2,-0.17514158758676,-0.9751738460934184
YY1P2,-0.24763612825186,-0.9750810760227546
ZEB2,-0.4595231540702076,-0.9749966159820451
H3C3,-0.3450523454132661,-0.9747825023165443
EXTL1,-0.22988917300458192,-0.9747084402244875
GS1-124K5.11,-0.6179452682615001,-0.9746878316836144
MIB2,-0.22038877659259057,-0.9739405834540817
ZBED1,-0.3291445146107715,-0.9736148229491812
NFATC1,-0.1041453721134535,-0.9722292071330297
HIST1H3F,-0.02139034493607143,-0.9710598355268061
TMEM51,-0.00011305455837718262,-0.9700950809268263
ID3,-0.22042686045942467,-0.969833183544799
C16orf62,-0.38088653111500004,-0.9696920845091415
UROS,-0.3366977674671176,-0.9694993958026523
H2AC6,-0.8862162156445608,-0.969185289866681
LTB,-0.1477671929776101,-0.9691680318474457
WDR17,-0.028373156470236117,-0.9683417070120512
LOC100133920,-0.04485850830547144,-0.9675566477735258
CCNC,-0.4637456482478969,-0.9666496093587897
BCL11A,-0.12709042424441416,-0.9658268596660917
MICU1,-0.1477788264690244,-0.9657538327047748
ADSL,-1.2026573895256312,-0.9657098528079102
MED10,-0.7521570811850667,-0.9646635366935682
FGA,-0.05817389386308454,-0.9643916773754578
ZNF668,-0.16449317445447167,-0.9637292024063069
SLC35F6,-0.14681622635127567,-0.9625270953233387
ZBTB8OS,-1.412513540746264,-0.961681470391262
AGAP4,-0.13119623987795556,-0.9584148496883679
WASHC4,-0.22008106117517978,-0.9575341680732326
WNK1,-1.0295049771957268,-0.9568418224563497
SLC22A18AS,-0.19838060030569998,-0.9566455948744073
COA7,-0.7321378027337719,-0.9563800654232815
TNF,-0.1718553796790361,-0.9560699453360586
H2AC16,-1.1391520873838612,-0.9553377633210585
GSE1,-0.16538041868105716,-0.9548361650849411
TAF5L,-0.647497682918317,-0.9542903666194552
TRIM28,-0.4775507345735832,-0.9533890786193119
EPHA2,-0.16965332057459806,-0.9532230758278931
EXOC3L4,-0.1050567589073503,-0.9529156573616036
TUSC5,-0.20706054171957142,-0.9508901912054244
FTH1P3,-0.13265209773674444,-0.9505829632791544
MFSD3,-0.21239769994614044,-0.9503473585316331
DLGAP1-AS1,-0.1557217273965,-0.949984009783791
FAAP100,-0.5019989011484899,-0.9489648540663055
AKR1C6P,-0.04712258111883571,-0.9489204597865039
RPS6KA2,-0.16679405129515995,-0.9484913274057366
POT1,-0.49004133014882784,-0.9484175663269271
CDCA4,-0.011065788648139578,-0.9482666073646415
LOC107987005,-0.038601346794214286,-0.9480410451839546
TMEM41B,-0.5438337194878868,-0.9474531528539963
GAREM2,-0.21106982249681747,-0.9465881700567754
CPA6,-0.11402174079419776,-0.946585714485928
ARL17B,-0.07570656977552857,-0.9460456885108603
CBWD1,-0.3489386248664286,-0.9458100778013129
DHFR,-0.9857785330301955,-0.9456521966041149
FOXO1,-0.2290152647494857,-0.9452918127018697
HEXD,-0.15977070137021257,-0.943982727583943
ACP1,-0.06658650907878433,-0.9420702062058169
MRPS14,-0.7840189357006224,-0.9418185853379646
LOC105369247,0.02654437144742222,-0.9414849277090406
MRPS23,-0.9242190344256327,-0.9400959807455904
RAD50,-0.1622636873343102,-0.9399683144243808
NTM,-0.040597135965965016,-0.9390580818809068
SHC2,-0.1472859599570404,-0.9383970843522516
PET117,-0.4747310624426805,-0.9380888457970619
FBLN1,-0.12199425279776759,-0.9377733885018309
TADA2B,-0.4223298144920257,-0.9360831270927987
CD3EAP,-0.3765154872122857,-0.9358993602413946
SMARCAL1,-0.12251247277773428,-0.9346771658813244
WIPF1,-0.05246822474394263,-0.9343921910184775
CFC1&CFC1B,-0.5788698319725001,-0.9342201775690067
DLST,-0.6216583014608237,-0.9342048811045347
SMARCA5,-0.7572865759785403,-0.9340251299405203
ABCC3,-0.12807099245984285,-0.93399486093555
H2AZ1,-0.9955604715638461,-0.9337165295399377
ZFAT,-0.1708177930561936,-0.9332941900619868
PMS2P7,-0.06184765202645714,-0.9329415469358315
IL36RN,-0.17004276622221862,-0.9328912161284972
LYNX1,-0.27381114162841724,-0.9300106548094789
PDCD10,-0.0645942212761862,-0.9295592177269852
STRIP1,-0.568652267869859,-0.9291528584831136
RPP25L,-0.8273764356889611,-0.9290042919091631
C6orf120,-0.055812532063767184,-0.9289440559580248
TTYH1,-0.07218511943667204,-0.9284847618040541
OPN1MW,-0.10301544564938776,-0.9278153981573993
SEC31B,-0.14609044412816727,-0.9272203140059834
LRCH4,-0.12216613030847037,-0.9260649790737343
LOC400706,0.12560935667659998,-0.925891269477237
CCDC47,-0.2696642578320217,-0.9227714408348143
CCDC144NL,-0.020003920887049997,-0.9226289559363114
SARS2,-0.9147704653892402,-0.9214298595827899
PIDD1,-0.10782057583377941,-0.9208863568192939
MRPL55,-0.7158801454775223,-0.919414544715429
KRTAP10-9,-0.5097355293701108,-0.919291362097407
TLE4,-0.10657922119610412,-0.9187032898364099
MDH2,-0.3434752863756152,-0.9182744230237445
ACAP3,-0.2256891755810993,-0.9176520694021282
SAMD1,-0.13332584086549998,-0.9166138235810297
BAGE5,-0.35414377557199994,-0.916550136447956
ARMCX3,-0.11520639230972073,-0.9161504152884823
RPL37A,-2.291175916019139,-0.9160742745552505
LDLRAD4,-0.06571556020881326,-0.9160457955286483
CRACR2B,-0.21951645191818686,-0.9160300301829201
ACAD8,-0.11378171673613117,-0.9146133673143371
APOBEC3F,-0.2516580843091456,-0.9116463085756084
BTNL2,-0.2109552237981,-0.9115686092989707
OR2T8,-0.2434711543741813,-0.9115630589269069
HSPA8,-1.0469593282019123,-0.9110552752297412
CLCA3P,-0.1459346851349,-0.9100021780040572
TRIM56,-0.09214548475437451,-0.908075643397655
COL16A1,-0.02998011932892828,-0.9063341411899144
ANAPC7,-0.22818833184748033,-0.9059846898287955
FAM162B,-0.0569809088636161,-0.905890025710826
COX5B,-0.6135873511628457,-0.9055548094042799
CFAP107,-0.09663357889811076,-0.9051192739568739
MED15,-0.39880270478461666,-0.9049484758225133
IWS1,-0.3620986935193143,-0.903423531714997
RAB13,-0.18877106927106954,-0.9033068910289958
MAGEA2B&MAGEA2,-0.1816177688258857,-0.9029883197047128
AP2M1,-1.0459196895313725,-0.9026478341782926
BICRAL,-0.18903414556561468,-0.9023208869284206
RNF186,-0.03606227116596375,-0.9021344835697446
PRR18,0.07279481006736362,-0.9019098960923994
ZAP70,-0.1725149052679124,-0.9017335604966581
SDHD,-0.6298146866506682,-0.9012272564453074
ENTPD8,-0.15288841963666308,-0.9009151315369495
H2BC6,-1.3404897143236578,-0.900555349090391
C20orf96,-0.006011540388229532,-0.9003542526573032
HMGCL,-0.11048628794128583,-0.8996495240142435
NBPF19&NBPF1,-0.1421580068645,-0.8988445933051494
WDR59,-0.4258774445737707,-0.8987669244348973
CTGF,-0.2556980629937222,-0.8983864614776841
PROSER2,-0.026933157162566595,-0.898061519557873
CHD7,-0.25738806550928056,-0.8977611480141194
SKIC2,-0.39783319917796073,-0.8975214866720854
CCDC88C,-0.1077070852717722,-0.8973008424872359
SUSD2,-0.16500220010917,-0.8966465171050061
WASHC3,-0.3826238445596453,-0.8959727880389635
WRB-SH3BGR,-0.070827495647,-0.8959403549476443
GFM1,-0.6723899907929257,-0.8955611795252447
TTC22,-0.2537896791514022,-0.8953007846806429
ATRX,-0.3488833005715032,-0.8950622691854612
PRXL2B,-0.0937044386579972,-0.8946462406117317
DUSP11,-0.1563081733395167,-0.8942631072025399
TCF4,-0.06624311733864484,-0.8942271716977401
RASAL1,-0.20989783822534425,-0.8936350424237837
C1orf27,-0.2244352646363,-0.8929182753969448
ASNSP1,0.015319916580599996,-0.8925631317172378
PERP,-0.21581705950047092,-0.8925358224254578
VSTM2B,-0.1929645463898596,-0.8925141295245884
PLEKHA4,-0.12123885832443382,-0.8913126199870028
ABHD14A-ACY1,-0.09727842353302855,-0.8911030933131731
PRAMEF20,-0.37771024542479603,-0.8902640362563181
HIST1H2BB,-0.10783510273662222,-0.8899424862807774
ACO2,-1.0483508526680652,-0.8893889135534163
CCDC168,-0.5684414612249999,-0.8884118625370855
C17orf82,-0.2006566277928,-0.8878997434360892
LGALS7&LGALS7B,-0.09770423548272222,-0.8865330708166259
OR6V1,-0.13884798312738356,-0.8851877375356015
CTAGE8,-0.11842695916415,-0.8844435222870147
DENND4A,-0.27063685064929105,-0.8839526584895602
TPI1,-0.9125567703481104,-0.8831919174149746
CCDC27,-0.09657199767757524,-0.8827524918709085
DHTKD1,-0.11468986868525284,-0.8826928742500554
KCTD5,-0.27000246072715633,-0.8825601450303034
ARMCX5-GPRASP2,0.010812013813598571,-0.8814584644285228
C1QL1,-0.11617206375464886,-0.8795490032854272
PRDX3,-0.25848576370544113,-0.8791046075247131
FLJ40194,-0.2273000561745,-0.8778771136051745
IPPK,-0.6095347751675049,-0.8776491812747147
EP400,-1.0681951601939113,-0.8774425023093345
SSRP1,-1.4201210587771214,-0.8765238522359662
PRC1,-1.6658707822193701,-0.8761914695282501
LOC105370892&LOC105374686&LOC107985088&KIAA0753,0.000812907203840002,-0.8760366711329116
AGAP3,-0.02833275080529802,-0.8759999578015643
RHOA,-0.5599907781906828,-0.8745828878049957
LOC110091777,-0.10192452491492002,-0.8743761765563814
SRM,-0.27863166683924767,-0.8741481697935811
TTC14,-0.333684560355361,-0.8734634966298178
BOK,-0.11069694918939543,-0.8732739745498217
ELOB,-1.4747595371237776,-0.8729038693550664
NLRP4,-0.10482076691528873,-0.8721940870917999
MRPL20,-0.5615931043738691,-0.8718028790508687
PIGZ,-0.005923546684210336,-0.8711522576183512
