,ABL1_expression,ABL2_expression,AXL_expression,BMX_expression,BTK_expression,CAMK1D_expression,CAMK2G_expression,CAV1_expression,CSK_expression,EGFR_expression,EPHB4_expression,FER_expression,FES_expression,FGR_expression,FRK_expression,FYN_expression,HCK_expression,LCK_expression,LYN_expression,MAP4K2_expression,MAP4K5_expression,MINK1_expression,PTK2_expression,PTK2B_expression,SIK1_expression,SIK2_expression,SIK3_expression,SRC_expression,STK10_expression,STK24_expression,STK4_expression,SYK_expression,TBK1_expression,TEC_expression,TNK2_expression,YES1_expression
PTK2_depscore,-0.1823050514372517,-0.26686831936575756,-0.415903686065495,0.04834516065159299,0.23695272000154502,0.07631956139033355,-0.02547144814129813,-0.3404534545690638,0.22232570701896298,-0.26001693630111056,-0.13270196515358426,-0.17281612933493384,0.1489944185984401,0.1840004848692695,0.05526239566843289,-0.031778964112107344,0.19420045742761777,0.18201809162235721,0.10245548134765609,0.12293459025369156,-0.16586119196486623,0.02224915654327678,-0.17114499865043029,0.3541909098415082,-0.002815243445626466,-0.07228552813003739,0.07147969786940395,-0.19782886957495527,-0.05786645772471336,0.024911001281355684,0.053589036182663245,0.2888610743562411,-0.02782915867314238,0.1263090674342174,0.07211771068394376,-0.19556769717566885
PTK2B_depscore,0.0011996990760013218,0.06033354404739805,0.11194159451409595,0.010287079392275366,0.04880659131518818,-0.06532262467252359,-0.027414051963665923,0.0917917143631555,-0.013726853226895028,0.05276236485251625,0.005834972304882483,0.06012319721740313,0.013750183392509033,0.018080482513720634,-0.04717296677598228,0.040891535439044814,0.037900183463305336,0.03333786372795008,0.08590178022970166,-0.02422126506714136,0.03637330165451946,0.005699896121572378,-0.030975005475490706,0.08836545260429936,0.02089381644486215,-0.04169575562945562,-0.0488639768558201,-0.01649428367024303,0.09818173914173492,0.05870446802405067,0.02931466289955997,0.021077558000475602,-0.05840559311638829,0.033609935230167066,0.029451023961262153,-0.06631374246116414
SIK1_depscore,-0.00895221143845283,-0.004202267706859613,0.025344998665359345,-0.03282209991495696,-0.10312968616952808,-0.0514439324400392,0.0310603702427388,0.060232584479205244,-0.03633161096781647,0.13387343479756436,0.06484537479299311,0.037533557866076546,-0.10426946334352462,-0.0681770111579917,0.09068283323722504,-0.03855182152766128,-0.0947996082966468,0.03119100770098346,0.04883962422772702,0.000981058394699192,0.06613912285141807,0.11062881081159248,0.0818182521745156,0.03272566288783847,0.026510240013012717,-0.03835363211220536,-0.03522686347362638,0.08804832064940522,-0.021782891968802866,0.11088941109787798,-0.01990357702935949,0.05298705625096012,-0.002482314279428464,-0.03320992345924624,0.04624167267280616,0.04130580671594205
SIK2_depscore,-0.0811110871749621,0.01589395545111453,0.020724619613047782,-0.09702202534894071,-0.2006845898734866,-0.14380656125458505,-0.004750067111745924,0.08341523487844828,-0.08030156541111563,0.12233934346422395,0.1624418430449709,-0.052888371530620544,-0.12558694437831103,-0.10335005442114895,0.10791543515538692,-0.041658766547993116,-0.15012490748231255,-0.10313945491506492,-0.07404232755008383,-0.05591046465270248,0.01611579001556948,0.13531162260558255,0.12253949806153992,-0.0922569104211933,0.05932414978245981,-0.056855233163646754,-0.13024893902938398,0.14881966978727948,-0.067487863185921,0.044360987028124806,-0.0965831977860918,-0.022879815107073518,0.03951556751438169,-0.15399683577221435,0.06031418581482021,0.11900961345125681
SIK3_depscore,0.02346951716668134,0.09364087684520131,0.13810514877088792,0.021033681629831307,-0.3145847279062147,-0.10164808406230613,0.027913836813167617,0.15660740143214344,-0.13671353379072398,0.2143369014016982,0.15529583197221558,0.027154887981754507,-0.2069914729218898,-0.18271143396342035,0.10525735446240997,-0.007651976459465993,-0.2566123151335542,-0.04511385180799679,-0.09137519743657874,-0.07992741189404287,0.08576841271490225,0.13094892569219785,0.23890852929466322,-0.15991259823448015,0.10606065539674428,-0.006040540709969889,-0.15337944394110214,0.20878848518294119,-0.09389721833100309,0.06678554083517231,-0.10004764927806507,-0.1307555830307708,-0.04003536330714858,-0.16291836438117616,-0.0004697030915746563,0.16341180283947115
SRC_depscore,-0.0006237320374931571,-0.05407005946178736,-0.10289955995044542,0.00794822487663513,0.08613698728869085,0.037133629839822525,-0.03340476597164344,-0.09794806860430999,0.0860172090811231,-0.10070568180392142,-0.05847177820902437,-0.07016986237874198,0.03121805230281104,0.07045577097230674,-0.10048618817255578,0.08750420003638996,0.07784506166199273,0.06716906485678091,-0.02523005693415634,0.07908824573023503,-0.04815834199212772,-0.0364230017239465,-0.11186886291949741,0.0576766108010848,-0.02903568395014341,0.018267377001786933,0.06796565445322662,-0.22235952262420117,-0.007488222603525385,-0.0011253800618040532,0.05439527090237586,0.06729580813375234,0.001229837148176589,0.008960456750136332,0.01640038252470616,0.01098411397143704
STK10_depscore,0.004188383129713158,0.02769796070525913,0.029457953089667185,0.02711193341294709,0.06351561704731004,0.05000617092914564,0.023317611111796224,-0.010614455000739813,0.061298882368767946,0.00042813798550527497,-0.11648915845514574,-0.007902323152271302,0.07012451770095376,0.04830717861123815,-0.048164008359415124,0.027669558620297408,0.09279177958083114,-0.006152692540506723,0.05813029403230529,0.043255588559142244,-0.01961885546095435,-0.014121092423877287,-0.09203368374492088,0.05868576869882853,0.010074365665891058,-0.02337977755301581,0.014111430533297368,-0.054886484076305996,0.05479120279210584,0.006202236424023838,0.09796817898141907,0.0350645434943955,-0.014719987406984018,0.07210339764663921,0.02386332143710035,-0.07732336781197521
STK24_depscore,0.03664285727306674,0.1239979953095375,0.18086917051281515,0.007968710810230793,-0.03829365011121173,-0.07954207488029308,-0.04043389457694103,0.18273272635208884,-0.05037834327871219,0.10497828536435605,0.06873645132089198,0.14989309714335544,-0.032565596516441794,-0.005585646636982868,-0.04874413949832603,0.044699477490757,-0.02837122548217695,-0.03579486753575631,0.0038872127289620987,-0.05406366371084176,0.017443732183131104,0.015158459302576154,0.009976892315589424,-0.016810145784424767,0.018814760849945024,-0.011596444307797955,-0.09823861080191056,0.05610037749578549,0.07876349631735201,0.06011523517221936,0.008775282009065431,-0.09893448778007048,-0.016244346143482868,-0.08100417488554816,-0.004422521034849897,0.058242889306510746
STK4_depscore,-0.0351189275844044,-0.10620613924178723,-0.07579716903203457,0.015391259543094019,-0.024384690851484148,0.016006363342814453,0.04911384641929487,-0.07036167084473373,-0.051015792346855666,0.0036256613664176094,0.024864371644699824,-0.07654623065523708,0.04041050255602172,-0.03894385897601637,0.1028120119482297,-0.10983469196736133,-0.01687211183792902,0.023983080041839584,-0.00615612854531702,-0.014057653754742001,-0.0280352471948374,0.06370796034644137,0.02506170838397452,0.012934890355816908,-0.019600155272016192,0.012130930306746541,0.01392705754433901,0.06311487715733602,-0.06177951434072866,0.02248488234083548,-0.05891016350543955,0.040430441552394406,0.023033253284255702,0.03238228655259648,-0.01792298637284957,0.0353694721147629
SYK_depscore,0.09356663224600256,0.14260523084406607,0.1883749930335654,0.000659771173654336,-0.37995392027056885,-0.0855605812811727,0.06239043543789016,0.18577454479160407,-0.24514274551916765,0.20130428105127476,0.17905940285882818,0.06865694419824876,-0.0815248566113492,-0.303949607278499,0.022742952186638216,-0.017761882852753465,-0.22605581467327468,-0.2735880088730793,-0.13356434556361385,-0.1864498168799406,0.1194235302140982,0.07388819381645807,0.21268274550955948,-0.24364689164100542,0.057741175003789974,0.048630518007117464,-0.06277771875146963,0.160717310432846,-0.1356572915490938,-0.04263863540193972,-0.16924406377571366,-0.2520285731143052,-0.026535555511190943,-0.1854406156622104,-0.10453165837631342,0.3188730251834518
TBK1_depscore,-0.055457805733155806,0.00931605124452405,-0.009167265173089238,0.017415437511598186,-0.03989232833914547,-0.047022630334413576,-0.016150158793951416,-0.01123422906194703,-0.02772283612425794,-0.009629367223450718,0.012207697885858921,-0.04955654307624106,-0.04066861511373367,0.007435839609390419,-0.002595109349271099,-0.034729001538011645,-0.02241099483379853,0.012429729175657652,-0.049497262335925225,-0.060991909356474264,-0.04697288940588524,0.015385549046676621,0.01643294891922652,-0.019064019013889242,-0.039667244065996636,-0.0057495659047576975,-0.06323652935854603,-0.0028298947214404286,-0.03653250986721397,-0.023665539653468855,-0.05537794824784925,-0.03202271877503257,0.026098809223289016,-0.03381892260360214,-0.005646603275378251,0.020670305850079538
TEC_depscore,0.08931530852164381,-0.06961634491103984,-0.1325439496922803,0.007078833941938679,0.10743460218430462,0.0983017243045211,0.023844930733274237,-0.12372469621725395,0.15591743364153038,-0.1317401065347593,-0.07597513029488102,-0.05923903520751326,0.07101826776220285,0.07259562724750228,-0.03664024824317814,0.05794226795563306,0.041765292292611944,0.0975887034715152,0.03368937150403229,0.05783595148150035,-0.02956775229051762,-0.0338490462125349,-0.0590776779612086,0.059372219940724294,0.0030836432297163094,0.027536243478746017,0.0953888498378563,-0.0698167772730577,0.0035285502759364075,-0.048256857715290445,0.06478439257253717,0.06071052522307619,-0.06290915858969826,0.003641883813668957,7.710910150515458e-05,-0.05867802462387259
TNK2_depscore,0.022852678884627727,0.07316626654422735,0.19771108985032704,-0.0455024976660605,-0.08057791889686428,-0.02480318351034866,0.014886770752451367,0.15566867926906097,-0.07536398294307813,0.16280484849663823,0.04037528063700463,0.02162614948387273,-0.07164934698104569,-0.07521741938036453,0.015380928562979491,0.036398495173147555,-0.09258338905629579,0.007735884977920087,-0.03801763321540033,-0.01578093447148352,0.056086626824421906,0.015473010828006081,0.0645068049389194,-0.036040637218913485,0.0600642787033485,-0.03461009553119354,-0.06631318701643012,0.0483891526608316,0.017605337786365916,0.026139294644861876,-0.035521490026281084,-0.04187134969536046,-0.057776392161081866,-0.031328008985717595,-0.039555704581505986,0.03185263358126655
YES1_depscore,-0.00230668859940876,-0.13457625269035287,-0.24062043732032198,0.06469392040222875,0.2433883577762895,0.07295603614192618,-0.0385642813968177,-0.2713788930849612,0.22757040743126553,-0.21518320925826318,-0.16603997636663656,-0.04673433825299405,0.1746855588645455,0.16407253875311206,-0.055421690560063845,0.08016308503559824,0.19135685291676835,0.11728564481859571,0.14613977093566183,0.12040390340329973,-0.04857014519411354,0.013075087002830714,-0.1305570397616543,0.17460160696810395,-0.07574443759492323,-0.03715827642760977,0.08143699607985036,0.0304447030777837,0.05565845933089096,0.017992150806275597,0.12432193077322966,0.18805515636048978,-0.012512439799183827,0.045310212921853894,-0.01273242725241701,-0.23699933058114792
