,ABL1_expression,ABL2_expression,AXL_expression,BMX_expression,BTK_expression,CAMK1D_expression,CAMK2G_expression,CAV1_expression,CSK_expression,EGFR_expression,EPHB4_expression,FER_expression,FES_expression,FGR_expression,FRK_expression,FYN_expression,HCK_expression,LCK_expression,LYN_expression,MAP4K2_expression,MAP4K5_expression,MINK1_expression,PTK2_expression,PTK2B_expression,SIK1_expression,SIK2_expression,SIK3_expression,SRC_expression,STK10_expression,STK24_expression,STK4_expression,SYK_expression,TBK1_expression,TEC_expression,TNK2_expression,YES1_expression
MAP4K5_depscore,0.004219757211660778,0.020467314098617843,0.004770362030268354,0.7762861958933249,0.21409614195950066,0.44404539856916864,0.16885712504383732,0.5088903836422181,0.20961970320963166,0.04868260502316308,0.0012260544898315471,0.22332622667900867,0.7908314363498232,0.00157423135981007,0.006727371120247069,0.1398053010849065,0.2545955311826882,0.487657816781874,0.2821371569700033,0.2885838231573473,0.00012480253858106126,0.33589044470141405,5.698968685747674e-09,7.616338910650469e-06,0.566284793903999,0.10923040149301093,0.5884136928569644,0.06852564480801904,0.5286131530207672,0.21992825232144997,0.057897831183512494,0.08470204219357001,0.20897927884077405,0.28459186457987706,0.4917050076319191,0.1943760333456551
MINK1_depscore,0.8018211410629875,0.0016307543471729851,0.0008131578493462293,0.4526984705896838,0.00950383335619148,0.14217688216332514,0.10422744027431019,8.762759484975866e-06,0.003359900820829329,0.00015063852825405593,0.08997052676319094,0.038616241597121605,0.6489166612505392,0.011125879876059508,0.06368615699835993,0.9647719987540363,0.0939665811656911,0.09180984823988324,0.9809038628866055,0.06397377402919935,0.33165286485721274,0.16726639917948993,0.36174410829052955,0.8758863364180525,0.08217499333465972,0.5314410478402516,0.23871267218907888,0.4985591437460067,0.19539525693633725,0.023818890507215393,0.7840640323193668,0.3193785806496058,0.5793791472459956,0.14171574954570076,0.06422094135376001,0.01494990369045994
PTK2_depscore,6.133419388683436e-10,5.841904132734028e-20,1.0665314863406127e-48,0.10354733039123883,5.988029625103846e-16,0.010108172532894541,0.39126775916128415,3.392012794287069e-32,3.539932604691219e-14,5.394621269479251e-19,7.270121696375351e-06,4.632542653930024e-09,4.601513768883257e-07,4.2244739042271796e-10,0.06272331069070411,0.28474707969059343,4.1597613954563275e-11,6.530680921174024e-10,0.0005462287741359737,3.2838205278123594e-05,1.9025094936606212e-08,0.45395634432906146,6.539526974081587e-09,6.974727383133541e-35,0.9245209013849675,0.014859483114792271,0.016015512959497175,1.7677351147203572e-11,0.05129634538808381,0.4017774325649271,0.07112017521882337,2.9777666406727987e-23,0.3489097858415904,1.974664301295244e-05,0.01509398867992838,3.019001357760243e-11
PTK2B_depscore,0.9677957121877537,0.042129923581912004,0.00015745112248569394,0.7291950231732389,0.10028985010094037,0.027762273849198927,0.3561486528547263,0.001964345999018201,0.6441052720722092,0.07559612746715484,0.8443253592061868,0.042853356684590914,0.6435422601234247,0.5428521334684036,0.11220063824512388,0.16860999942271007,0.20199101235720532,0.2617693238271828,0.003777400706989591,0.4149411918718249,0.22077770199662775,0.8478846889423275,0.29711465962032874,0.0028866189367374767,0.4819256210226825,0.16038356783362703,0.09989050356470844,0.5788167314335714,0.0009260519475892882,0.04801161250039497,0.32377608689321896,0.4780798515797997,0.04916226070234476,0.2578940684352129,0.3215294937397058,0.025477027864853976
SIK1_depscore,0.7632074134175626,0.8875397175193243,0.3936243012372222,0.26922547716753564,0.0005016601640285447,0.08320748750927524,0.295784697303042,0.042475849465951496,0.2213076478552762,6.023013078394042e-06,0.028924249306017308,0.20639212825582998,0.00043393279820991233,0.021618236207697872,0.002228053980935118,0.19433785052251779,0.0013864348871034814,0.29375711491404205,0.10005981878015538,0.9736624568959839,0.02586744332474738,0.00018814867892592122,0.005815171504930289,0.27063561819727744,0.3722341074609732,0.19664265379487772,0.23568352955250413,0.002989400157347871,0.46347378642876613,0.00018164017297024338,0.5029379573507036,0.07435741114575578,0.9334249122869677,0.2636054669525365,0.11947351952091263,0.16433373794146214
SIK2_depscore,0.006254951396627787,0.5927139383685346,0.48548177289254235,0.0010649876747065433,8.909976692407444e-12,1.1458601110730364e-06,0.872996718936771,0.004922765659639332,0.006794916218299143,3.58723345198475e-05,3.729876103699074e-08,0.07489940163341026,2.204121123737707e-05,0.0004878430304514125,0.00027023340651076763,0.1607551606643291,3.7561185645551846e-07,0.000501040022222456,0.012590559157593936,0.059699325055133645,0.5875608287102237,4.770230408427707e-06,3.4823594352042655e-05,0.0018624927308307229,0.0456977771725949,0.05550810487578936,1.0726506690356958e-05,4.747558850097187e-07,0.022981784189372172,0.13528031185834768,0.001122405451980857,0.4412601735250704,0.18341196427588455,1.8528204379000982e-07,0.042196067164091966,5.837641076116611e-05
SIK3_depscore,0.4297782554735505,0.0015950549637124768,3.0424210485560284e-06,0.4791908395281876,1.8110862627316723e-27,0.0006078254628501434,0.3476576157746797,1.1538234814609246e-07,3.829091323437364e-06,2.9920243565033905e-13,1.4744432060170375e-07,0.3609278222846715,1.9348309558990877e-12,5.709324528480063e-10,0.00038451432300878457,0.79687057886848,1.645158921672576e-18,0.12893808616243296,0.002069282651630622,0.0070835697837719706,0.0038476875005992793,9.693811721786992e-06,3.499845265208406e-16,6.163890718702316e-08,0.0003465777914468917,0.8389847925727475,2.1020083772861047e-07,1.2333107955998483e-12,0.0015482218932374818,0.024510683318053953,0.000741251017631058,9.993944621764492e-06,0.17790268958963834,3.446171182350291e-08,0.9873941325631486,3.1292126411636374e-08
SRC_depscore,0.9832534483971731,0.06861714371511103,0.0005164774439586253,0.7890973267626362,0.0036826826324489626,0.2112718668594786,0.2608126947728065,0.000952618738991086,0.003730644547473515,0.0006796665791058545,0.0489054798351557,0.01806340696931127,0.2933385302769744,0.01759782636656405,0.0006983922349791098,0.0031735439610211,0.008698703425513779,0.023637396956967774,0.39577381190510996,0.007682717105129201,0.10488983362992733,0.2201471339894233,0.00015902058403771658,0.052066030648107435,0.32840410023677447,0.5386889617583253,0.02202874839754812,3.5078346975847573e-14,0.8010395296084691,0.9697897211043254,0.06696620689531751,0.023374831924804333,0.9669871522396191,0.762995838118853,0.5809803678834564,0.7116391381285129
STK10_depscore,0.8879088388751067,0.3511875356345209,0.3214156061235743,0.3614761830073057,0.03238477930739732,0.09220231917316592,0.43256740949198536,0.7209312430543191,0.03894087808819233,0.9885044979419849,8.369479732331194e-05,0.79028681990451,0.018138228781263564,0.10381916391369034,0.10484891243227132,0.35168186531372103,0.001751385716861103,0.8359658895937975,0.05024250508432095,0.1452968983586885,0.5090678692349985,0.6346189700658674,0.0019107470626326976,0.048082934894016514,0.7345814095975729,0.4313411270448606,0.6348507507750727,0.06453459704273452,0.0650004848423272,0.8346639917858055,0.0009503048918178297,0.23785014437822005,0.6203225508225603,0.01511413934850746,0.4218717942775821,0.009159635376520769
STK24_depscore,0.21737320350291378,2.8014207818784635e-05,8.38774920600395e-10,0.7885666143577421,0.1973441276137261,0.007339163566502078,0.17343029244606997,5.584704049666632e-10,0.08980230791774356,0.0003962199384725934,0.020563595656820283,3.916248583820337e-07,0.27298731689454653,0.8508976474027553,0.10072589616959039,0.13232211249342526,0.33959851428023097,0.228211832203073,0.8959212921371423,0.06864994373310784,0.5571551583012694,0.6099453498415521,0.7370540346661796,0.5715666361707392,0.5265884174292187,0.6963412848149271,0.000919690590846262,0.05883639749686888,0.007937319086880926,0.0428809448091418,0.7677516676486625,0.0008450598505103229,0.5845840383222742,0.006323980314911723,0.8816875949652522,0.049798315531336255
STK4_depscore,0.23732983755019538,0.0003400927985700817,0.010670076335257832,0.6046268187932252,0.41200589686753447,0.590264351104941,0.09831492580876772,0.01780022521559687,0.08594699812016754,0.9029310193741015,0.4028671888074967,0.009919321936893252,0.17386948587333778,0.1900328236947679,0.0005252064383638677,0.00021071472042461864,0.5703196798569934,0.4197508490762316,0.8359470316535802,0.6362905163188465,0.3455638767287581,0.031938967348247915,0.39914309774069245,0.6634759273377592,0.5096588367916817,0.6832204080207563,0.639428507342945,0.03357299431395431,0.0375151927604375,0.44938716524418376,0.04733062339907549,0.17365704244471017,0.43840450775545375,0.27590969719067643,0.546550024343027,0.23399811993242967
SYK_depscore,0.0016088605343574282,1.4242189352293357e-06,1.617701983081917e-10,0.982293810997865,2.93946736415405e-40,0.003934618378660991,0.03566534224465471,2.9006804482099676e-10,5.562059878740583e-17,7.832311502282124e-12,1.260909770533343e-09,0.020766895713648568,0.006016360087669456,1.1499493424673865e-25,0.4441992949828037,0.550161988537557,1.3192196140525635e-14,6.444443035011172e-21,6.390418956416033e-06,2.494559719266953e-10,5.540358153736652e-05,0.012816161303511724,4.582829703144549e-13,8.688875521942291e-17,0.051906691958638576,0.10167414009737263,0.03453336529259389,5.280906739756395e-08,4.552539961615023e-06,0.15130945741545607,9.785283811381136e-09,6.863909332698033e-18,0.3719887511441758,3.1246630002903974e-10,0.0004220845380483452,3.2356853629765274e-28
TBK1_depscore,0.06191356913158482,0.7539934479499208,0.7577985925748266,0.5579688930988602,0.17945866890303927,0.11350986508412415,0.5869295368945431,0.7055001067387422,0.3509677207070697,0.7460000958025302,0.6813254303972743,0.09531634343999142,0.17113433881595738,0.8024879146354289,0.9304379350175723,0.24258137714682265,0.4508787899347437,0.6758560032246381,0.09571358485865701,0.0400198151586969,0.11389259914877024,0.6047608878282894,0.5803967979076691,0.5213086130480853,0.18192763140686513,0.8466424106352065,0.03323212327430911,0.9241626728401081,0.2189657918294332,0.42593458551584606,0.06229056645535344,0.281279532372172,0.3799135933176501,0.25515434464221365,0.8493555976304913,0.486818787557517
TEC_depscore,0.0025977500225830793,0.01899546618708611,7.456124949309881e-06,0.8117070318834798,0.0002878932950680047,0.0009126784089613419,0.42222970136234617,2.9185367595613294e-05,1.2964184248442375e-07,8.474877914748958e-06,0.010453218144597043,0.046009919244588214,0.01671242093828492,0.01443457958307961,0.21740597392141567,0.05099166151262123,0.15968675725454576,0.0009948549983136705,0.25677014899889217,0.05141937974631342,0.3196144510600108,0.25452124583369445,0.046606590755507306,0.04552227737276739,0.917349510253591,0.35400805237109995,0.0012934663689032641,0.018653220547946506,0.905477068403847,0.10418017715085487,0.029075695598449577,0.040859209562153456,0.03407707775458747,0.9024560000701621,0.9979295519219988,0.048112498129674976
TNK2_depscore,0.4420038912439795,0.013722206766773723,1.8553938702461155e-11,0.1256715190067005,0.006630026184902309,0.4040261268047907,0.6165219933343612,1.375453386803596e-07,0.011126901860877494,3.523372049457946e-08,0.17424523747687592,0.46689479245304544,0.01581197434140429,0.011285345853520446,0.6048693756713196,0.22066176038229934,0.0018023506688904741,0.7946926313506479,0.2007945341801636,0.595509819436791,0.059010400342633135,0.602708952577482,0.029845999998258873,0.22523653026891538,0.04315002909325578,0.24419892430110815,0.02554323623585594,0.10338550682771394,0.5536829620341992,0.37917464863115674,0.23199280773610056,0.1588123624493683,0.051763618619623974,0.29185392284183376,0.18316039945662435,0.28384412621700006
YES1_depscore,0.9381253513998314,5.375911429653802e-06,2.0596956942410957e-16,0.029301634169287962,9.096356989812707e-17,0.013954217232755169,0.19419361529346815,1.304645866789184e-20,8.46700767030335e-15,2.345089723705825e-13,1.8359999000980828e-08,0.11558142331413944,3.137508114021708e-09,2.710329357661237e-08,0.06196853391046973,0.006891365384673174,8.041753998672194e-11,7.474661258207669e-05,7.631709962493894e-07,4.768113512594665e-05,0.1019487059452813,0.6599153855119154,1.0218968475589358e-05,3.193186519870459e-09,0.01069013614422974,0.21096875238667256,0.006048685517115617,0.30546599266540425,0.06086055047041387,0.5448253238874797,2.6683834669472077e-05,1.7071955388066208e-10,0.6736870976854481,0.1271115604122398,0.6682892108237936,5.908028698739395e-16
